network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_684,372M,3,0.14955756014874413,0.015892584952806942,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.20174127600000002,0.096265509,0.145159714,0.055467868,0
Network_684,438F,5,0.16636817671143045,0.08292656630317222,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.14579382300000002,1.309265509,-,-,-
Network_684,443F,7,0.24784459508483594,0.10933954484317181,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.066860019,-0.145734491,-,-,-
Network_684,448F,9,0.29908184862154186,0.12632579591725493,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.359119976,0.510265509,-,-,-
Network_684,375M,5,0.14863936841946823,0.06056516861638236,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.45938909999999994,0.493265509,0.049159714,0.39876208,0
Network_684,439F,9,0.22342753810673843,0.18760163701932286,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.47895231200000005,1.462265509,-,-,-
Network_684,445F,3,0.08999592594584206,0.010271499110095995,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.511617974,-0.7807344909999999,-,-,-
Network_684,452F,2,0.04879478107747424,0.0032370602458791087,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.314441953,0.9912655090000001,-,-,-
Network_684,455F,2,0.09885258853682424,0.0045570555719043,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.040214966,-1.113734491,-,-,-
Network_684,377M,5,0.19650330588726408,0.04801399823608947,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.34622345200000004,-0.507734491,-0.005840286,0.058090262,0
Network_684,433F,5,0.16765480815246972,0.037950053967385045,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.33175064,-0.085734491,-,-,-
Network_684,436F,4,0.13261884788801417,0.03665729846037004,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.034330861000000004,0.640265509,-,-,-
Network_684,378M,1,0.04684638929382581,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.014456478,0.131265509,0.152159714,-0.084960398,1
Network_684,379M,2,0.09655516683347479,0.004420202523058156,2,63,99,0.05069124423963134,0.5136112180946045,MALE,0.191252329,-0.252734491,0.106159714,-0.04528838,0
Network_684,447F,6,0.16142500243542843,0.07439461860009171,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.105496517,0.052265509,-,-,-
Network_684,382M,2,0.07773053424882109,0.022065849073730624,2,63,99,0.05069124423963134,0.5136112180946045,MALE,0.894083903,0.247265509,0.035159714,-0.124327611,0
Network_684,442F,3,0.054035162869506936,0.03558353328152589,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.135767379,0.632265509,-,-,-
Network_684,444F,10,0.3166901409315385,0.20112286848216054,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.14013425,-0.35473449100000004,-,-,-
Network_684,383M,4,0.10026151566480569,0.08357484863004702,2,63,99,0.05069124423963134,0.5136112180946045,MALE,0.977382788,0.27126550899999996,0.141159714,0.187878637,0
Network_684,451F,3,0.06639941570279534,0.015119004837718874,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.192486975,0.7452655090000001,-,-,-
Network_684,457F,2,0.02198865161291547,0.030142781597038603,1,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.210128468,0.40526550899999997,-,-,-
Network_684,385M,3,0.11885459261546566,0.0098743241835515,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.106572015,0.113265509,0.069159714,0.162426165,0
Network_684,435F,3,0.10012429923680169,0.012025294728114823,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.147139675,0.445265509,-,-,-
Network_684,386M,1,0.03384622401484888,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.7267364540000001,0.018265509,0.027159714,0.361350656,0
Network_684,388M,8,0.32282472572304327,0.15154487041120723,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.50879867,0.183265509,0.111159714,-0.00086762,0
Network_684,432F,3,0.13378969473560104,0.019410927294432525,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.305253121,1.578265509,-,-,-
Network_684,453F,3,0.11561696042784003,0.02680515331433891,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.096593438,1.011265509,-,-,-
Network_684,389M,1,0.011329634192768579,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.446735237,0.620265509,0.138159714,-0.093586433,0
Network_684,390M,2,0.10024712407090146,0.011439409670793809,2,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.44708085200000003,-0.025734491,0.103159714,-0.150635328,0
Network_684,391M,6,0.18166316308683514,0.07852600926205439,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.527293915,-0.698734491,0.094159714,-0.163696763,0
Network_684,434F,3,0.06040782320568299,0.013791357609025787,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.080022957,0.566265509,-,-,-
Network_684,440F,2,0.06775949569213519,0.011920139701175994,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.032388432,0.7092655090000001,-,-,-
Network_684,393M,3,0.046931616965800775,0.015214010022869161,2,63,99,0.05069124423963134,0.5136112180946045,MALE,1.527581232,-0.189734491,0.130159714,0.245252038,0
Network_684,437F,3,0.04780923636466924,0.038144009411996284,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.49575327700000005,1.188265509,-,-,-
Network_684,394M,2,0.043815197064259175,0.01932788258806239,2,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.439825917,-0.622734491,0.066159714,-0.02432042,0
Network_684,431F,4,0.042602498708782535,0.06390440792585965,2,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.064329111,0.101265509,-,-,-
Network_684,395M,2,0.08199882608046832,0.006568576439166625,2,63,99,0.05069124423963134,0.5136112180946045,MALE,0.323063838,-0.643734491,-0.039840286,0.242946927,1
Network_684,396M,5,0.17106385565713927,0.09351871106852638,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.35139264,-0.083734491,0.117159714,-0.052904894,0
Network_684,450F,1,0.03586721692466023,0.0,1,63,99,0.05069124423963134,0.5136112180946045,FEMALE,0.460860282,-0.812734491,-,-,-
Network_684,397M,4,0.14150661657093716,0.08637604814180933,2,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.18220893100000002,-0.631734491,-0.001840286,0.324666781,0
Network_684,398M,5,0.16865325607460346,0.08477854260291802,2,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.7595177340000001,-0.9187344909999999,0.010159714,0.267317812,0
Network_684,399M,1,0.008932530234692442,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.737392259,0.23526550899999998,-0.008840286,0.012763228,1
Network_684,400M,2,0.05951218880209457,0.008155923387352038,2,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.694424395,-0.731734491,0.050159714,-0.062474438,0
Network_684,402M,5,0.17701159117714685,0.05894646596361068,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.70810244,0.765265509,0.005159714,-0.033984074,0
Network_684,454F,5,0.12843145540475912,0.049144854496102605,3,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.13317981199999998,-0.374734491,-,-,-
