network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_684,403M,1,0.00893253023469244,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.242284952,-1.367734491,-0.082840286,0.145132355,1
Network_684,404M,6,0.23118642473754167,0.09830303765483356,3,63,99,0.05069124423963134,0.5136112180946045,MALE,0.587256763,4.229265509,0.204159714,0.203335154,0
Network_684,405M,1,-6.601545209649681e-18,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.249353335,0.7342655090000001,0.135159714,-0.064056475,0
Network_684,449F,1,2.6383224496244133e-18,0.0,1,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.13529789,0.46426550899999997,-,-,-
Network_684,406M,1,0.027806394093160387,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.35545144700000003,-1.400734491,-0.037840286,-0.001620533,0
Network_684,407M,1,0.026928417188169896,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.523206709,-0.375734491,0.107159714,-0.196148214,0
Network_684,409M,2,0.09332931724422247,0.007822586724313518,2,63,99,0.05069124423963134,0.5136112180946045,MALE,0.375166911,-0.8037344909999999,-0.027840286,0.413022534,0
Network_684,411M,2,0.1291098428746785,0.007618266661251455,2,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.621407073,-0.006734491,0.042159714,-0.031136782,0
Network_684,412M,4,0.08408076162552086,0.015146389292670127,3,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.819799253,0.46426550899999997,0.067159714,0.122841405,0
Network_684,413M,1,0.06640090005605252,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.940004037,-0.735734491,-0.023840286,-0.062346245,0
Network_684,414M,1,0.010024234781255395,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.18984416399999998,0.059265509,0.107159714,-0.247140699,0
Network_684,417M,2,0.04776828976938314,0.003316341486760924,2,63,99,0.05069124423963134,0.5136112180946045,MALE,-1.18126271,-0.535734491,0.180159714,-0.173283438,0
Network_684,420M,1,0.06270894281862593,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-0.489016895,-0.576734491,-0.005840286,-0.140908243,0
Network_684,421M,1,0.04684638929382581,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,-1.299914985,-0.221734491,-0.078840286,-0.320237086,0
Network_684,422M,1,0.05196595050055151,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,1.629135686,-1.254734491,0.021159714,0.197616778,0
Network_684,423M,1,0.004610393786878884,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,0.530626414,-0.7687344909999999,-0.031840286,-0.041914767,0
Network_684,424M,1,1.604476823956902e-19,0.0,1,63,99,0.05069124423963134,0.5136112180946045,MALE,1.415226044,-0.730734491,0.014159714,0.041308453,0
Network_684,456F,1,-2.3376990003871874e-19,0.0,1,63,99,0.05069124423963134,0.5136112180946045,FEMALE,-0.188950982,0.660265509,-,-,-
