network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_713,B21M,6,0.18297664146943424,0.06345559744013594,4,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,1.0,11.0,4.181818182,0.02173913,6.968325792000001,6.358991379,8.666666667000001,3.0,2.454545455,0.208333333,1.325301205,0.9459397709999999,0.181383625,0.9554126000000001,0.788450115,0.16134802,0.10350983400000001,-8.907324754
Network_713,108F,5,0.20855179514151978,0.026224903808024422,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,508M,7,0.24564914250602793,0.06209912416627196,4,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,3.0,11.0,4.181818182,0.065217391,6.968325792000001,7.384628579,6.444444444,5.0,1.9090909090000001,0.625,1.325301205,0.9459397709999999,0.544150874,0.9554126000000001,0.788450115,-0.17132831,1.138608173,-9.66843885
Network_713,C3M,9,0.3013907724966627,0.11663736409448189,4,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,22.0,12.0,4.416666667,0.41509434,3.076923077,2.3082970730000003,38.88888889,3.0,4.666666667,4.150943396000001,2.4,0.900512758,2.005710451,0.64286376,0.40589603700000004,2.569834344,0.16404358900000002,-2.5570286859999998
Network_713,3907M,9,0.3104988097456087,0.11167809788960165,4,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,5.0,9.0,1.0,0.5555555560000001,4.880568108,6.241367513999999,13.44444444,4.0,1.5555555559999998,3.571428571,1.451612903,0.770524385,2.7590655010000003,0.888905622,0.782393896,1.260590655,0.688354397,-5.082310287
Network_713,C2M,8,0.2800371085182049,0.07237928806280064,4,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,0.0,8.0,1.5,0.0,5.6375838929999995,6.550273985,2.0,1.0,1.75,0.0,1.2903225809999999,1.155786577,0.0,1.02678211,0.903749549,-0.49401525700000004,-0.90015575,-4.871260617
Network_713,25F,2,0.09663430514606215,0.0009345238095238097,2,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,30F,7,0.2500703422411921,0.07024969725461283,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,B8M,3,0.1185890266057945,0.007122301837214119,3,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,1.0,3.0,1.0,0.333333333,7.304347826,6.069012179,2.0,1.0,3.0,0.7142857140000001,0.48387096799999996,0.770524385,1.655439301,1.330352473,1.170945068,-0.49401525700000004,-0.90015575,-3.51451274
Network_713,31M,3,0.11253009554934468,0.005636929200874034,3,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,0.0,4.0,4.5,0.0,5.496183206,9.405684755,4.1111111110000005,6.0,1.5,0.0,0.833333333,0.943356273,0.0,1.1434775190000002,0.808183297,-0.51117383,1.2194397890000002,-2.142113191
Network_713,1M,6,0.2147534588227882,0.04571874911790339,4,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,1.0,6.0,1.166666667,0.14285714300000002,6.035928144,7.2860650389999995,4.555555556,5.0,1.6666666669999999,0.7142857140000001,0.967741935,0.898945115,0.7094739859999999,1.099333181,0.967607302,-0.10221005300000001,1.217857779,-4.961710476
Network_713,B22M,8,0.24413105216017028,0.11980523186493042,4,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,3.0,9.0,3.222222222,0.10344827599999999,3.4903047089999997,3.589173203,7.333333333,3.0,1.7777777780000001,0.7894736840000001,1.5789473680000001,0.857293683,0.633662621,0.6801561709999999,0.548406705,0.45711193200000005,0.369274473,-7.0724277429999995
Network_713,46F,6,0.2521252862231399,0.03658173017282939,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,52F,6,0.2313418518132222,0.043909927016033086,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,58F,4,0.12544720316867916,0.023959642342323596,3,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,33M,3,0.08979954551650389,0.009753030611500315,3,22,62,0.2683982683982684,0.10564713744709286,MALE,15.0,2.0,3.0,1.6666666669999999,0.4,5.2173913039999995,7.961538462,0.333333333,5.0,1.0,1.428571429,0.48387096799999996,1.284207308,1.986527161,0.9502517659999999,0.836389334,-0.7495403890000001,1.217857779,-5.685309342999999
Network_713,60F,5,0.21820976964414218,0.023094354815025187,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,62F,5,0.20831204664770922,0.026656601369997125,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,A27F,7,0.23112972417323624,0.09179715564717798,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,B33F,5,0.17345752278594753,0.04435009836828363,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,B34F,2,0.06745212926356435,0.002061078019724637,2,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
Network_713,B55F,8,0.269707076123182,0.12446600166215864,4,22,62,0.2683982683982684,0.10564713744709286,FEMALE,,,,,,,,,,,,,,,,,,,
