network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_909,1m,2,0.10693815220146527,0.004365079365079365,2,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,2f,2,0.041868922773869464,0.2285714285714286,1,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,3f,2,0.032865552916841435,0.0,2,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,5m,4,0.284761089399385,0.004365079365079365,3,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,6f,5,0.28184553090752074,0.11824175824175827,3,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,7m,1,0.0003578917903656923,0.0,1,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,8f,1,0.006760846606364724,0.0,1,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,9f,2,0.0017991496887395594,0.08571428571428572,1,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,10m,8,0.4544645902404471,0.18209837781266358,3,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,11m,3,0.033987298381533644,0.08571428571428572,2,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,12m,1,0.0904033426884414,0.0,1,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,16m,7,0.4394650575549546,0.09638409209837782,3,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,17f,5,0.33650375838522195,0.06893860108145823,3,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,18f,5,0.2017917377590886,0.3567460317460318,3,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,19m,0,2.6465068337612986e-18,0.0,0,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,20f,4,0.28490215360030624,0.06457352171637885,3,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,21m,0,5.551115123125783e-17,0.0,0,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,22f,1,0.04014096590161015,0.0,1,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,23f,5,0.31100685991078303,0.2518053375196232,3,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,24f,4,0.25574082459704406,0.02937728937728938,3,22,34,0.1471861471861472,0.1520082171752169,female
Network_909,25m,4,0.13123037604509794,0.23739054596197456,2,22,34,0.1471861471861472,0.1520082171752169,male
Network_909,27f,2,0.008686572736705978,0.1619047619047619,1,22,34,0.1471861471861472,0.1520082171752169,female
