network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_892,FS1,14,0.31579782221629155,0.0881390056022409,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,FS2,14,0.32756766731880016,0.07276785714285713,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,FS3,14,0.32242807584569066,0.08238795518207284,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,FS4,10,0.25728192081781553,0.017428221288515403,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,FN5,14,0.32119018490568846,0.08790266106442576,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,FN6,9,0.21771310110461153,0.02471113445378151,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,FN7,8,0.19376640209066867,0.016071428571428573,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN8,7,0.1991212749335504,0.0033088235294117647,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN9,8,0.21046896367982174,0.011230742296918766,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN10,9,0.2419353340790707,0.010311624649859944,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN11,7,0.16303666867730277,0.014662114845938374,6,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN12,8,0.2022051808079324,0.012018557422969185,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN13,4,0.1005414736159186,0.0010504201680672268,4,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN14,9,0.22735908819362544,0.015756302521008403,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN15,9,0.2343905581386171,0.016675420168067227,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MS16,12,0.28449412987116757,0.04763655462184873,7,18,82,0.5359477124183006,0.059219056434377325
Network_892,MN17,4,0.11430999821402953,0.0,4,18,82,0.5359477124183006,0.059219056434377325
Network_892,MS18,4,0.11840327131883326,0.0,4,18,82,0.5359477124183006,0.059219056434377325
