network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_905,1m,4,0.20967770983157455,0.003306878306878307,3,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,2f,4,0.16579768983394422,0.03402116402116403,3,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,3f,0,1.7060969258556536e-16,0.0,0,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,5m,4,0.1136977963102075,0.0755933484504913,3,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,6f,8,0.4070471631489689,0.08156840513983372,3,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,7m,2,0.02937320854099831,0.010090702947845805,2,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,8f,2,0.05329654757903771,0.01984126984126984,2,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,9f,3,0.1422241558429385,0.0011904761904761906,3,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,10m,8,0.3573506850015197,0.09762282690854121,3,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,11m,4,0.1736990191668356,0.029863945578231292,3,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,12m,5,0.29286143978184215,0.010619803476946335,3,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,16m,3,0.18326856211569212,0.0,3,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,17f,1,0.03179241970798407,0.0,1,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,18f,8,0.34559600884320874,0.15055555555555558,3,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,19m,0,1.5082691102556433e-16,0.0,0,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,20f,4,0.1807481897109036,0.08046107331821617,3,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,21m,6,0.27363155112291804,0.08517384731670445,3,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,22f,7,0.3742515449408729,0.05932350718065004,3,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,23f,6,0.27753167900068915,0.060767195767195754,3,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,24f,0,1.0408340855860843e-17,0.0,0,22,40,0.17316017316017315,0.40463688145247423,female
Network_905,25m,0,2.220446049250313e-16,0.0,0,22,40,0.17316017316017315,0.40463688145247423,male
Network_905,27f,1,0.060788068639144086,0.0,1,22,40,0.17316017316017315,0.40463688145247423,female
