network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_72,Ant604,41,0.1510048647051861,0.007186880844339273,27,58,1015,0.6140350877192983,0.21703313144601452,18.0,604.0,219.27599999999998,204.0,0.0,C,C,C,C,0.181818,84.9091,0.0,127.45455,342.18182,302.72727000000003,0.09091
Network_72,Ant256,36,0.12460679567236464,0.01944162470025321,27,58,1015,0.6140350877192983,0.21703313144601452,18.0,256.0,184.97799999999998,190.0,9.0,F,F,C,C,0.363636,14.0,0.0,209.63636,347.45455,310.36364,0.09091
Network_72,Ant621,43,0.15729824244121932,0.00882008345195001,27,58,1015,0.6140350877192983,0.21703313144601452,18.0,621.0,255.63299999999998,190.0,0.0,C,C,C,N,1.36364,0.818182,0.454545,538.81818,346.09091,153.63636,11.36
Network_72,Ant137,23,0.08520373814749725,0.0019328220334524815,23,58,1015,0.6140350877192983,0.21703313144601452,18.0,137.0,152.555,40.0,0.0,N,N,N,N,79.2727,0.0,4.27273,551.90909,91.545455,19.909091,14.18
Network_72,Ant262,22,0.08478041031784762,0.0011660982570213525,22,58,1015,0.6140350877192983,0.21703313144601452,18.0,262.0,178.362,204.0,0.0,C,C,C,C,10.3636,0.272727,1.27273,137.81818,131.81818,64.090909,0.9091
Network_72,Ant400,35,0.13122453459220454,0.004107376855289492,27,58,1015,0.6140350877192983,0.21703313144601452,18.0,400.0,181.571,78.0,0.0,N,N,N,N,38.8182,1.09091,7.45455,591.45455,169.36364,65.818182,8.091000000000001
Network_72,Ant289,36,0.12354975193109713,0.01864409567771116,27,58,1015,0.6140350877192983,0.21703313144601452,18.0,289.0,169.18599999999998,139.0,0.0,C,F,F,C,1.81818,8.727269999999999,1.0,285.72727000000003,333.81818,202.90909,1.7269999999999999
Network_72,Ant172,39,0.1351771617300691,0.021201851887336788,27,58,1015,0.6140350877192983,0.21703313144601452,18.0,172.0,209.201,190.0,2.0,F,C,F,C,0.636364,32.3636,0.272727,180.72727,219.63636,295.36364,0.09091
Network_72,Ant592,42,0.15205085786996775,0.00819692159147534,27,58,1015,0.6140350877192983,0.21703313144601452,18.0,592.0,308.006,1453.0,0.0,Q,Q,Q,Q,0.909091,0.0,1.54545,920.36364,62.81818199999999,4.1818182,0.0
Network_72,Ant268,27,0.09141541384621876,0.008905806334143647,24,58,1015,0.6140350877192983,0.21703313144601452,18.0,268.0,176.505,162.0,46.0,F,F,F,F,0.272727,14.4545,0.0,78.545455,264.81818,306.27272999999997,0.0
Network_72,Ant176,9,0.024836774819319944,0.00021838867988357077,8,58,1015,0.6140350877192983,0.21703313144601452,18.0,176.0,151.238,71.0,25.0,F,F,F,F,0.636364,22.7273,0.0,99.090909,202.36364,220.81817999999998,0.2727
