network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_245,50,2,0.07424089698616101,0.10079051383399208,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,64,2,0.042246565331861906,0.23715415019762845,1,24,32,0.11594202898550725,0.27762942460626855
Network_245,65,2,0.09923620509369818,0.04041972520233389,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,68,4,0.20143347387351748,0.19269715791454922,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,53,1,0.03766760318701423,0.0,1,24,32,0.11594202898550725,0.27762942460626855
Network_245,24,3,0.23507836632870285,0.33206286467156026,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,25,3,0.24323735630723764,0.06972520233389798,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,27,3,0.33648829180677625,0.003952569169960474,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,47,3,0.2044484215651706,0.12481648785996612,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,Q,2,0.014719332895919748,0.1660079051383399,1,24,32,0.11594202898550725,0.27762942460626855
Network_245,73,3,0.2963774449382484,0.13231695840391494,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,70,4,0.38115540788923746,0.12902315076228119,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,39,1,0.0015770645083319657,0.0,1,24,32,0.11594202898550725,0.27762942460626855
Network_245,12,3,0.10029207688836234,0.12760210803689062,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,59,2,0.005069563093592869,0.08695652173913043,1,24,32,0.11594202898550725,0.27762942460626855
Network_245,14,3,0.11756692226330531,0.11668548842461887,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,17,4,0.40412779995961795,0.10211744776962171,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,33,2,0.0897617315690815,0.05579710144927536,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,54,4,0.1210846417074976,0.405185394315829,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,37,3,0.24354259548478177,0.11978166760775455,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,36,1,0.03119935032023496,0.0,1,24,32,0.11594202898550725,0.27762942460626855
Network_245,35,3,0.1882520880303594,0.1077451533973273,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,34,4,0.33821062283813863,0.262205910031997,2,24,32,0.11594202898550725,0.27762942460626855
Network_245,32,2,0.13422984896760418,0.011857707509881422,2,24,32,0.11594202898550725,0.27762942460626855
