network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_700,D3M,11,0.3259376398836703,0.12426880717901521,5,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,21.0,12.0,4.666666667,0.375,6.375711575,4.54067389,9.777777777999999,2.0,3.75,3.75,1.5384615380000002,0.952479126,3.1416331680000003,0.97065866,0.633944098,-0.187655076,0.364399349,-4.94907514
Network_700,B44,5,0.17063199017939087,0.05056126067176534,4,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D20M,11,0.32593763988367025,0.12426880717901521,5,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,8.0,11.0,4.6363636360000005,0.156862745,6.41221374,6.939783391000001,4.555555556,2.0,2.454545455,1.428571429,1.41025641,0.946294196,1.314147208,0.976215866,0.637573549,-0.783586737,0.364399349,-5.965578099
Network_700,G12M,8,0.2196616009192406,0.08775120794772576,5,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,6.0,8.0,4.375,0.171428571,4.719101124,5.7548900860000005,6.666666667,1.0,1.75,1.3043478259999999,1.176470588,1.317710948,1.0091202320000001,0.801740757,0.53418392,-0.294894815,-0.938102856,-7.775230758999999
Network_700,D7M,2,0.0500963229448196,0.003480748528367576,2,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,1.0,2.0,1.5,0.333333333,5.833333333,11.64179104,25.55555556,1.0,1.5,0.21739130399999998,0.294117647,0.451786611,1.962178229,0.991040658,0.660310679,1.495537991,-0.938102856,-8.049616115
Network_700,G13M,10,0.2939426767398609,0.1035773210807335,5,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,11.0,10.0,3.8,0.289473684,5.7851239670000005,5.714239677999999,0.333333333,1.0,2.6,2.3913043480000002,1.470588235,1.14452608,1.703996883,0.982850239,0.654853566,-0.8952164029999999,-0.938102856,-6.842320549
Network_700,B46,7,0.1862523302987913,0.16038539053481646,4,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,55M,6,0.18260715804296365,0.03536451247752928,5,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,0.0,4.0,2.75,0.0,5.384615385,7.961573101,5.777777778,5.0,1.0,0.0,0.816326531,0.87949743,0.0,0.9528527309999999,0.583205755,0.148938736,1.037116076,-9.037741731
Network_700,4M,1,0.026144485348562438,0.0,1,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,0.0,1.0,0.0, ,7.0,26.0,2.666666667,6.0,1.0,0.0,0.147058824,0.0, ,1.189248789,0.792372815,-0.6740452920000001,1.1012511790000001,-8.598386827
Network_700,3907M,4,0.12218867303924273,0.01736330739263029,4,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,0.0,4.0,2.75,0.0,6.72,9.79953599,18.33333333,5.0,2.5,0.0,0.588235294,0.8282754529999999,0.0,1.141678838,0.7606779029999999,0.810960742,0.693380372,-6.952074692
Network_700,B55,7,0.22793091406888932,0.05500573115043176,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,8007M,7,0.19816007568495814,0.05985457063921024,5,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,0.0,5.0,2.4,0.0,5.12195122,4.99510284,20.88888889,4.0,1.6,0.0,1.020408163,0.7675613929999999,0.0,0.90637211,0.5547566939999999,2.589380677,0.543251278,-8.379077289
Network_700,11M,8,0.2492784716274309,0.039308812813868145,5,22,68,0.2943722943722944,0.05276234567901232,MALE,2.0,0.0,8.0,4.125,0.0,6.021505376,6.224928247,8.666666667000001,6.0,2.75,0.0,1.176470588,1.2424131790000001,0.0,1.023009711,0.6816110240000001,-0.105319577,1.1012511790000001,-6.677689336
Network_700,C16,7,0.2435592277263668,0.05008774594067089,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D30,6,0.2127250389800473,0.033402427320815796,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D35,2,0.058650180026021737,0.0025210819563009825,2,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D38,5,0.1892327109391873,0.01664028239728524,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D44,5,0.19557325372769677,0.016082381190925137,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D46,6,0.22422425890382292,0.025734166207327956,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D47,5,0.19859145119431434,0.014655773702675368,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D48,7,0.252040250183525,0.042247205788091734,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_700,D54,6,0.2212060614372056,0.02791464837698864,5,22,68,0.2943722943722944,0.05276234567901232,FEMALE,,,,,,,,,,,,,,,,,,,
