network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_346,3br,22,0.20851441405707485,0.0,22,23,253,1.0,0.0,male
Network_346,Nl,22,0.2085144140570748,0.0,22,23,253,1.0,0.0,male
Network_346,Ll,22,0.20851441405707474,0.0,22,23,253,1.0,0.0,male
Network_346,Tr,22,0.20851441405707466,0.0,22,23,253,1.0,0.0,male
Network_346,Tl,22,0.20851441405707477,0.0,22,23,253,1.0,0.0,male
Network_346,7r,22,0.20851441405707477,0.0,22,23,253,1.0,0.0,male
Network_346,Nr,22,0.2085144140570747,0.0,22,23,253,1.0,0.0,male
Network_346,Pl,22,0.20851441405707477,0.0,22,23,253,1.0,0.0,male
Network_346,Dl,22,0.20851441405707485,0.0,22,23,253,1.0,0.0,male
Network_346,3r,22,0.2085144140570747,0.0,22,23,253,1.0,0.0,male
Network_346,Jl,22,0.2085144140570746,0.0,22,23,253,1.0,0.0,male
Network_346,3bl,22,0.2085144140570747,0.0,22,23,253,1.0,0.0,male
Network_346,Hl,22,0.20851441405707483,0.0,22,23,253,1.0,0.0,male
Network_346,3l,22,0.20851441405707483,0.0,22,23,253,1.0,0.0,male
Network_346,1bl,22,0.2085144140570747,0.0,22,23,253,1.0,0.0,male
Network_346,1l,22,0.20851441405707488,0.0,22,23,253,1.0,0.0,male
Network_346,6l,22,0.20851441405707477,0.0,22,23,253,1.0,0.0,male
Network_346,Fr,22,0.20851441405707477,0.0,22,23,253,1.0,0.0,male
Network_346,Kr,22,0.20851441405707488,0.0,22,23,253,1.0,0.0,male
Network_346,"Yr
",22,0.20851441405707477,0.0,22,23,253,1.0,0.0,
Network_346,Al,22,0.20851441405707466,0.0,22,23,253,1.0,0.0,male
Network_346,4l,22,0.20851441405707463,0.0,22,23,253,1.0,0.0,male
Network_346,Ar,22,0.20851441405707483,0.0,22,23,253,1.0,0.0,male
