network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_914,1m,2,2.831749994321979e-16,0.004761904761904762,1,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,2f,1,3.884320857873044e-17,0.0,1,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,3f,0,-4.742489137927108e-17,0.0,0,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,5m,0,2.631196948407445e-19,0.0,0,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,6f,2,0.46424282688001267,0.0380952380952381,1,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,7m,0,-2.2799055544415735e-17,0.0,0,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,8f,1,1.2557894730742742e-16,0.0,1,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,9f,0,2.0865740586862803e-17,0.0,0,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,10m,3,0.5968190740086504,0.05238095238095239,1,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,11m,1,3.6055472743655404e-16,0.0,1,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,12m,0,-3.6473848503559936e-18,0.0,0,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,16m,1,0.30301298511469565,0.0,1,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,17f,2,0.4082482904638631,0.02380952380952381,1,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,18f,1,0.16122984176531696,0.0,1,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,19m,0,2.2355710900708853e-18,0.0,0,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,20f,1,0.20727308919693405,0.0,1,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,21m,0,-0.0,0.0,0,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,22f,0,-2.775557561562892e-17,0.0,0,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,23f,0,2.775557561562892e-17,0.0,0,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,24f,1,5.551115123125784e-17,0.0,1,22,9,0.03896103896103896,0.15963139120095113,female
Network_914,25m,2,0.31756079637483114,0.02380952380952381,1,22,9,0.03896103896103896,0.15963139120095113,male
Network_914,27f,0,-5.551115123125784e-17,0.0,0,22,9,0.03896103896103896,0.15963139120095113,female
