network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_109,Ant621,85,0.09846422101473913,0.0017613180297174548,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,621.0,146.0,64.0,0.0,F,F,F,F,75.4545,0.181818,1.63636,125.72726999999999,228.0,225.45455,1.273
Network_109,Ant229,103,0.11452395151524127,0.0048355271640863244,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,229.0,177.553,162.0,0.0,C,N,C,C,257.63599999999997,1.54545,1.63636,309.09091,262.63636,225.81817999999998,2.455
Network_109,Ant227,97,0.10978146368294282,0.0034128452527643956,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,227.0,185.607,162.0,0.0,C,C,C,C,154.545,0.909091,1.09091,366.54545,434.27272999999997,402.90909,5.545
Network_109,Ant117,84,0.09534761970707108,0.0023631641320192944,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,117.0,142.622,64.0,18.0,F,F,F,F,32.0,87.6364,1.72727,100.90909,216.36364,353.90909,1.182
Network_109,Ant111,80,0.09276020750290521,0.0015994424813662745,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,111.0,155.27100000000002,50.0,0.0,C,C,C,F,14.3636,0.0,0.363636,110.72726999999999,114.45455,87.545455,1.364
Network_109,Ant112,84,0.09761342451797343,0.001606639605403074,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,112.0,136.499,5.0,0.0,C,F,F,F,208.81799999999998,1.09091,1.0,153.27273,220.63636,221.27272999999997,1.7269999999999999
Network_109,Ant194,92,0.1049737147240869,0.0027764055656358273,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,194.0,159.327,71.0,0.0,C,C,F,F,48.0,1.36364,0.272727,147.54545,254.09091,267.72727000000003,0.8182
Network_109,Ant196,102,0.11307510969216342,0.009340395065782157,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,196.0,150.987,5.0,45.0,F,F,F,F,8.45455,70.0909,1.0,68.727273,199.54545,722.18182,0.09091
Network_109,Ant191,62,0.07005778302854494,0.0010179599012370864,58,115,4634,0.7069412662090008,0.2614266025304608,21.0,191.0,167.296,40.0,0.0,N,N,N,N,415.727,0.0,3.45455,570.72727,161.0,65.090909,19.18
Network_109,Ant190,83,0.09561722990376763,0.0018535424098383424,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,190.0,199.489,190.0,0.0,F,C,F,C,88.7273,1.27273,0.181818,115.27273000000001,192.27273,245.36364,0.8182
Network_109,Ant518,3,0.0033382737644474946,0.0,3,115,4634,0.7069412662090008,0.2614266025304608,21.0,518.0,140.036,64.0,443.0,F,F,C,C,3.36364,13.7273,0.0,17.272727,62.81818199999999,393.90909,0.3636
Network_109,Ant324,95,0.10690542746425043,0.0035392203020921434,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,324.0,220.71900000000002,40.0,0.0,C,N,N,N,82.0,0.636364,1.0,330.0,271.90909,195.0,5.636
Network_109,Ant329,59,0.06566951744422146,0.0007123496943875377,55,115,4634,0.7069412662090008,0.2614266025304608,21.0,329.0,177.924,57.0,0.0,N,N,N,N,487.545,0.0909091,0.909091,521.72727,87.454545,41.181818,14.64
Network_109,Ant650,72,0.08168648435847609,0.0014639225627734265,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,650.0,138.611,64.0,0.0,F,F,F,F,55.6364,5.72727,38.0909,90.090909,196.27273,277.27272999999997,2.0909999999999997
Network_109,Ant556,88,0.10026190222590353,0.002721968574831981,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,556.0,133.6,40.0,0.0,N,N,F,F,430.273,1.63636,2.90909,507.45455,118.0,45.454545,15.45
Network_109,Ant252,105,0.11659756972665744,0.004935125293047767,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,252.0,130.3,64.0,38.0,F,F,F,F,47.1818,236.81799999999998,5.18182,129.90909,237.36364,505.81818,3.727
Network_109,Ant251,69,0.07839469233178395,0.001143546689891064,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,251.0,128.004,40.0,52.0,F,F,F,F,5.54545,17.4545,0.636364,37.363636,106.18182,365.54545,0.0
Network_109,Ant256,90,0.10225066673811231,0.0027065622545650297,61,115,4634,0.7069412662090008,0.2614266025304608,21.0,256.0,206.553,139.0,0.0,F,F,F,F,24.5455,6.27273,0.363636,133.72727,226.27272999999997,313.90909,0.1818
