network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_195,Ant580,55,0.14124935461016533,0.004699789841260466,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,580.0,137.317,64.0,0.0,N,C,F,F,174.81799999999998,1.0,6.72727,426.63635999999997,230.18182000000002,74.454545,5.0
Network_195,Ant376,47,0.12170383360004086,0.003066351692287035,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,376.0,151.743,40.0,0.0,N,N,N,N,217.90900000000002,2.45455,11.0,312.0,65.909091,25.727273,19.09
Network_195,Ant663,42,0.1107442959528314,0.0019386940501442062,38,66,1546,0.7207459207459207,0.12073598021397391,,,,,,,,,,,,,,,,
Network_195,Ant218,62,0.15624228115774105,0.007075879361414388,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,218.0,161.276,57.0,0.0,N,C,F,F,553.727,0.0,19.0909,450.81818,279.63636,136.54545,2.909
Network_195,Ant607,53,0.13422670802493697,0.005097457564308077,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,607.0,138.975,64.0,0.0,N,N,C,C,171.0,0.363636,1.9090900000000002,465.45455,160.45455,108.81818,8.363999999999999
Network_195,Ant209,34,0.08657363173179439,0.0020212644176225546,33,66,1546,0.7207459207459207,0.12073598021397391,58.0,209.0,134.358,40.0,0.0,N,N,C,C,302.091,0.0909091,0.0909091,388.90909,166.63636,68.181818,4.273
Network_195,Ant156,3,0.007358029683538266,0.0,3,66,1546,0.7207459207459207,0.12073598021397391,58.0,156.0,113.741,40.0,63.0,F,F,C,C,11.0909,11.4545,0.727273,33.545455,66.0,485.81818,0.4545
Network_195,Ant263,42,0.10868820420091366,0.0024671214778237806,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,263.0,134.974,40.0,0.0,N,N,N,C,293.182,0.0,1.45455,277.27272999999997,104.81818,53.636364,2.273
Network_195,Ant261,47,0.11998250734389161,0.0035532784418879923,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,261.0,205.937,14.0,0.0,N,N,N,N,22.2727,0.363636,2.36364,490.90909000000005,242.54545,82.181818,8.0
Network_195,Ant318,35,0.08634623939215717,0.013184825490567148,32,66,1546,0.7207459207459207,0.12073598021397391,58.0,318.0,144.534,85.0,0.0,C,F,F,F,5.36364,0.727273,25.3636,69.818182,176.27273,101.90909,0.0
Network_195,Ant353,46,0.11931277580363983,0.0028520849343296514,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,353.0,148.661,40.0,0.0,N,N,N,N,1048.64,0.0,0.0,447.09090999999995,53.363636,18.090909,31.27
Network_195,Ant126,54,0.1394885344980395,0.004274686464739577,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,126.0,189.679,57.0,0.0,N,N,N,N,238.727,0.727273,0.454545,609.63636,162.63636,56.0,62.91
Network_195,Ant81,39,0.1010786929848697,0.0019436790426839979,36,66,1546,0.7207459207459207,0.12073598021397391,58.0,81.0,168.324,14.0,0.0,N,N,C,N,113.90899999999999,0.0909091,1.36364,464.18182,210.54545,86.636364,3.727
Network_195,Ant159,52,0.13250105222140074,0.004564102422570536,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,159.0,177.429,158.0,0.0,C,C,F,F,80.1818,0.727273,3.63636,241.0,200.90909,110.54545,5.455
Network_195,Ant646,45,0.11491418521884332,0.0033768789039690075,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,646.0,167.108,57.0,0.0,N,N,F,F,198.727,1.63636,0.0,496.63635999999997,113.81818,99.454545,15.82
Network_195,Ant294,44,0.11169604929304622,0.003376341060660117,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,294.0,150.814,78.0,0.0,N,N,F,F,143.091,0.0909091,5.81818,396.90909,155.45455,70.363636,8.908999999999999
Network_195,Ant139,3,0.0069174353627710905,0.0,3,66,1546,0.7207459207459207,0.12073598021397391,58.0,139.0,157.003,57.0,39.0,F,F,F,C,16.1818,6.0,1.0,180.90909,383.0,698.63636,0.09091
Network_195,Ant174,35,0.0902594347067763,0.0015731534361655415,34,66,1546,0.7207459207459207,0.12073598021397391,58.0,174.0,164.34400000000002,40.0,0.0,N,N,N,N,349.81800000000004,2.45455,0.818182,470.0,55.363636,23.0,25.64
Network_195,Ant207,56,0.14231909547125848,0.005388515776538934,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,207.0,194.987,120.0,0.0,C,C,F,F,156.0,0.0,0.454545,348.90909,447.90909000000005,231.63636,0.7273
Network_195,Ant332,48,0.11860332410413205,0.014588167051476635,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,332.0,140.132,40.0,0.0,N,C,F,F,71.2727,0.454545,7.45455,359.81818,292.45455,114.09091000000001,4.0
Network_195,Ant52,43,0.11253381734144881,0.002348398261594313,38,66,1546,0.7207459207459207,0.12073598021397391,58.0,52.0,177.91299999999998,40.0,0.0,N,N,N,N,255.18200000000002,0.181818,4.63636,347.81818,124.90908999999999,58.18181800000001,28.36
Network_195,Ant632,38,0.09814404540622451,0.002120800382597404,35,66,1546,0.7207459207459207,0.12073598021397391,58.0,632.0,220.055,442.0,0.0,C,C,F,F,45.2727,0.0,0.727273,199.72727,408.63636,220.45455,0.7273
