network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX
Network_667,1M,1,0.009879404388757134,0.0,1,23,38,0.15019762845849802,,MALE
Network_667,1F,3,0.046278875444446685,0.1774891774891775,1,23,38,0.15019762845849802,,FEMALE
Network_667,2M,1,0.009879404388757115,0.0,1,23,38,0.15019762845849802,,MALE
Network_667,3M,5,0.1970289881508029,0.28003108003108,3,23,38,0.15019762845849802,,MALE
Network_667,2F,2,0.10376698310165419,0.011612725898440182,2,23,38,0.15019762845849802,,FEMALE
Network_667,3F,3,0.20516938892882697,0.06296309510595224,3,23,38,0.15019762845849802,,FEMALE
Network_667,4F,4,0.27692874900155356,0.10161161589733021,3,23,38,0.15019762845849802,,FEMALE
Network_667,5F,5,0.29081447781707664,0.2747717890575033,3,23,38,0.15019762845849802,,FEMALE
Network_667,4M,2,0.06504601785915985,0.09090909090909091,1,23,38,0.15019762845849802,,MALE
Network_667,1F5FF,1,0.013885728815523055,0.0,1,23,38,0.15019762845849802,,FEMALE
Network_667,5M,6,0.2890548988163538,0.12211967926253639,3,23,38,0.15019762845849802,,MALE
Network_667,6F,3,0.20280188400065222,0.047942930085787226,3,23,38,0.15019762845849802,,FEMALE
Network_667,8F,4,0.27456124407337895,0.07347123775695204,3,23,38,0.15019762845849802,,FEMALE
Network_667,6M,7,0.3361480465925841,0.13182280682280684,3,23,38,0.15019762845849802,,MALE
Network_667,1F4FF,2,0.17316176589989943,0.0024393595822167244,2,23,38,0.15019762845849802,,FEMALE
Network_667,1F0F,3,0.21285511555290487,0.03791314505600219,3,23,38,0.15019762845849802,,FEMALE
Network_667,1F2FF,2,0.1731617658998994,0.0024393595822167244,2,23,38,0.15019762845849802,,FEMALE
Network_667,1F3FF,2,0.1731617658998994,0.0024393595822167244,2,23,38,0.15019762845849802,,FEMALE
Network_667,7M,11,0.47500731060097184,0.414621225335511,3,23,38,0.15019762845849802,,MALE
Network_667,9F,2,0.14109575548017816,0.018759018759018756,2,23,38,0.15019762845849802,,FEMALE
Network_667,1F1FF,1,0.10140240582717278,0.0,1,23,38,0.15019762845849802,,FEMALE
Network_667,8M,5,0.18593869754484343,0.10768226482512196,3,23,38,0.15019762845849802,,MALE
Network_667,7F,1,0.03969334965300546,0.0,1,23,38,0.15019762845849802,,FEMALE
