network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_416,0,6,0.3798950210331969,0.32626262626262625,4,13,27,0.34615384615384615,0.39813941720801527
Network_416,1,2,0.02420896066371358,0.16666666666666669,1,13,27,0.34615384615384615,0.39813941720801527
Network_416,2,1,0.004527090387980994,0.0,1,13,27,0.34615384615384615,0.39813941720801527
Network_416,3,5,0.34957981521004977,0.030303030303030304,4,13,27,0.34615384615384615,0.39813941720801527
Network_416,4,1,0.023362392004049555,0.0,1,13,27,0.34615384615384615,0.39813941720801527
Network_416,5,7,0.3981202066749558,0.16969696969696968,4,13,27,0.34615384615384615,0.39813941720801527
Network_416,6,3,0.12030896234770341,0.0202020202020202,3,13,27,0.34615384615384615,0.39813941720801527
Network_416,7,5,0.12493217068027894,0.4545454545454546,3,13,27,0.34615384615384615,0.39813941720801527
Network_416,8,5,0.34957981521004966,0.030303030303030304,4,13,27,0.34615384615384615,0.39813941720801527
Network_416,9,3,0.12030896234770395,0.0202020202020202,3,13,27,0.34615384615384615,0.39813941720801527
Network_416,10,6,0.4046527762937633,0.03333333333333334,4,13,27,0.34615384615384615,0.39813941720801527
Network_416,11,4,0.28208390791570104,0.0030303030303030307,4,13,27,0.34615384615384615,0.39813941720801527
Network_416,12,6,0.4046527762937633,0.03333333333333334,4,13,27,0.34615384615384615,0.39813941720801527
