network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,length_mm,latency_sec,distance_swam_m
Network_987,1,5,0.2507048820626514,0.0,5,48,120,0.10638297872340426,0.6871131078084508,17,224,37.73252334
Network_987,27,5,0.2507048820626514,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,122,31.24317362
Network_987,14,5,0.2507048820626515,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,307,53.2214498
Network_987,40,5,0.2507048820626514,0.0,5,48,120,0.10638297872340426,0.6871131078084508,28,966,36.00676582
Network_987,66,5,0.2507048820626514,0.0,5,48,120,0.10638297872340426,0.6871131078084508,28,1800,38.71563406
Network_987,53,5,0.25070488206265146,0.0,5,48,120,0.10638297872340426,0.6871131078084508,26,114,50.7889165
Network_987,39,5,-0.11231352201273845,0.0,5,48,120,0.10638297872340426,0.6871131078084508,19,130,54.48165211
Network_987,13,5,-0.11231352201273843,0.0,5,48,120,0.10638297872340426,0.6871131078084508,23,404,25.51359864
Network_987,65,5,-0.11231352201273843,0.0,5,48,120,0.10638297872340426,0.6871131078084508,25,201,26.89710245
Network_987,49,5,-0.11231352201273838,0.0,5,48,120,0.10638297872340426,0.6871131078084508,23,274,142.350604
Network_987,77,5,-0.1123135220127384,0.0,5,48,120,0.10638297872340426,0.6871131078084508,23,243,25.01159477
Network_987,28,5,-0.11231352201273845,0.0,5,48,120,0.10638297872340426,0.6871131078084508,23,369,63.30666049
Network_987,90,5,0.016197756138154554,0.0,5,48,120,0.10638297872340426,0.6871131078084508,24,193,31.61244745
Network_987,64,5,0.016197756138154468,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,79,26.09438593
Network_987,25,5,0.016197756138154558,0.0,5,48,120,0.10638297872340426,0.6871131078084508,25,140,77.88466944
Network_987,51,5,0.01619775613815451,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,79,33.28825817
Network_987,78,5,0.0161977561381546,0.0,5,48,120,0.10638297872340426,0.6871131078084508,19,103,35.25067361
Network_987,37,5,0.016197756138154513,0.0,5,48,120,0.10638297872340426,0.6871131078084508,23,238,34.97582357
Network_987,52,5,-0.17480498319434212,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,112,60.81356107
Network_987,76,5,-0.17480498319434212,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,361,51.07695128
Network_987,5,5,-0.17480498319434212,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,135,24.65762435
Network_987,61,5,-0.1748049831943422,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,108,25.43195707
Network_987,89,5,-0.17480498319434212,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,50,17.46798487
Network_987,38,5,-0.1748049831943421,0.0,5,48,120,0.10638297872340426,0.6871131078084508,17,56,27.1808
Network_987,75,5,0.07893956064419125,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,100,61.70490069
Network_987,50,5,0.07893956064419123,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,241,40.32472099
Network_987,62,5,0.07893956064419122,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,137,35.51201094
Network_987,6,5,0.07893956064419123,0.0,5,48,120,0.10638297872340426,0.6871131078084508,24,280,27.27936417
Network_987,87,5,0.07893956064419122,0.0,5,48,120,0.10638297872340426,0.6871131078084508,24,98,16.46353111
Network_987,17,5,0.0789395606441912,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,590,36.59673917
Network_987,4,5,-0.10800423770192294,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,64,45.24652242
Network_987,74,5,-0.10800423770192288,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,31,29.48286765
Network_987,86,5,-0.10800423770192291,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,55,88.40237241
Network_987,18,5,-0.10800423770192286,0.0,5,48,120,0.10638297872340426,0.6871131078084508,25,128,50.85794618
Network_987,63,5,-0.10800423770192294,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,158,22.90872887
Network_987,29,5,-0.10800423770192294,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,313,58.11147298
Network_987,85,5,0.16494537352514058,0.0,5,48,120,0.10638297872340426,0.6871131078084508,28,98,51.59196952
Network_987,30,5,0.1649453735251406,0.0,5,48,120,0.10638297872340426,0.6871131078084508,23,65,24.80436419
Network_987,3,5,0.1649453735251406,0.0,5,48,120,0.10638297872340426,0.6871131078084508,19,30,38.25391116
Network_987,16,5,0.16494537352514058,0.0,5,48,120,0.10638297872340426,0.6871131078084508,24,526,34.20012379
Network_987,73,5,0.16494537352514058,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,96,34.51644064
Network_987,42,5,0.1649453735251406,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,36,46.04221849
Network_987,41,5,0.12359978257508356,0.0,5,48,120,0.10638297872340426,0.6871131078084508,22,246,87.18869415
Network_987,15,5,0.12359978257508354,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,88,36.77543215
Network_987,2,5,0.12359978257508353,0.0,5,48,120,0.10638297872340426,0.6871131078084508,20,72,22.00321
Network_987,26,5,0.12359978257508353,0.0,5,48,120,0.10638297872340426,0.6871131078084508,23,42,15.44365052
Network_987,54,5,0.12359978257508354,0.0,5,48,120,0.10638297872340426,0.6871131078084508,24,188,54.15249417
Network_987,88,5,0.12359978257508353,0.0,5,48,120,0.10638297872340426,0.6871131078084508,21,33,33.18455321
