network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_626,096383771,7,0.01477885924904837,0.0038713755374666036,5,138,507,0.0536337670580768,0.653319415748393
Network_626,073056333,3,0.00015933225516686635,0.0,3,138,507,0.0536337670580768,0.653319415748393
Network_626,066846037,13,0.0969052780488785,0.023195165126525925,5,138,507,0.0536337670580768,0.653319415748393
Network_626,079769800,3,0.00169926171611472,0.0,3,138,507,0.0536337670580768,0.653319415748393
Network_626,096382615,2,0.031967735079216485,0.0,2,138,507,0.0536337670580768,0.653319415748393
Network_626,079583284,6,0.0076913828036286125,0.05416975985637579,4,138,507,0.0536337670580768,0.653319415748393
Network_626,079636800,9,0.12242966622648202,0.00046596039823092845,7,138,507,0.0536337670580768,0.653319415748393
Network_626,095574331,5,0.049419039036011955,0.00010734220695577502,5,138,507,0.0536337670580768,0.653319415748393
Network_626,096378335,1,0.0024393030901730967,0.0,1,138,507,0.0536337670580768,0.653319415748393
Network_626,079795811,4,0.019477191005643806,0.0,4,138,507,0.0536337670580768,0.653319415748393
Network_626,079625548,10,0.14783526254305582,0.0014243069588876307,7,138,507,0.0536337670580768,0.653319415748393
Network_626,079634631,6,0.09710123605974647,0.003344662671815446,6,138,507,0.0536337670580768,0.653319415748393
Network_626,073035018,6,0.06887164833633491,0.0,6,138,507,0.0536337670580768,0.653319415748393
Network_626,096377773,8,0.0014483884386642463,0.027618560466387707,5,138,507,0.0536337670580768,0.653319415748393
Network_626,079778307,9,0.10249442781944085,0.0038775960359875242,7,138,507,0.0536337670580768,0.653319415748393
Network_626,073014302,5,0.056998416017241746,0.0,5,138,507,0.0536337670580768,0.653319415748393
Network_626,096383119,4,0.0011811446906366838,0.0,4,138,507,0.0536337670580768,0.653319415748393
Network_626,079614550,11,0.02910561434456916,0.09406687471154661,5,138,507,0.0536337670580768,0.653319415748393
Network_626,072781846,8,0.07065139674181303,0.004124511516450446,7,138,507,0.0536337670580768,0.653319415748393
Network_626,096383347,11,0.08751023092883546,0.039102288617569564,5,138,507,0.0536337670580768,0.653319415748393
Network_626,079777305,10,0.1478352625430558,0.0014243069588876307,7,138,507,0.0536337670580768,0.653319415748393
Network_626,095593792,1,0.0037090335605857666,0.0,1,138,507,0.0536337670580768,0.653319415748393
Network_626,096376014,3,0.018198611901446664,0.0,3,138,507,0.0536337670580768,0.653319415748393
Network_626,096358606,8,0.03921774691476925,0.03932365395366581,5,138,507,0.0536337670580768,0.653319415748393
