network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,TubPeriod,strength,Clustering coefficient ,Period,Treatment,Sex,Tub,Elytra,Number of observations
Network_325,10.0,19,0.23807422057033245,7.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,3.971614202,0.502906636,2,C,M,C2,7.216,32
Network_325,8.0,9,0.10761584673090814,5.0,8,30,195,0.4482758620689655,0.17834418634335147,C2_2,1.883962361,0.5426607410000001,2,C,M,C2,7.029,10
Network_325,22.0,11,0.1376838740605084,52.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.9989928569999997,0.525496478,2,C,F,C2,6.317,26
Network_325,26.0,10,0.13683350731953212,38.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.8989826510000003,0.636003427,2,C,F,C2,7.0,24
Network_325,12.0,13,0.16560285380074807,0.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.547516963,0.488573551,2,C,M,C2,6.7989999999999995,28
Network_325,6.0,2,0.021059512797026725,0.0,2,30,195,0.4482758620689655,0.17834418634335147,C2_2,0.406900191,0.0,2,C,M,C2,6.257999999999999,12
Network_325,20.0,21,0.2685231703340296,15.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,4.006718187,0.459287117,2,C,F,C2,7.406000000000001,29
Network_325,19.0,18,0.22719479531183642,39.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,3.752259429,0.450325122,2,C,F,C2,6.92,33
Network_325,5.0,12,0.1545090560849897,8.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.58278039,0.53878784,2,C,M,C2,6.67,30
Network_325,9.0,17,0.23536320547567974,72.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,4.420671262,0.6247181629999999,2,C,M,C2,6.806,32
Network_325,23.0,13,0.182930563808582,14.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.882851899,0.514926401,2,C,F,C2,6.062,34
Network_325,21.0,17,0.21970945569493697,11.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,3.870354779,0.537305891,2,C,F,C2,5.687,18
Network_325,7.0,17,0.23945953831379846,42.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,4.415573627,0.642853464,2,C,M,C2,7.035,29
Network_325,2.0,10,0.14636110509689612,0.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.19024475,0.652333863,2,C,M,C2,6.327999999999999,10
Network_325,1.0,9,0.12474868174920141,0.0,8,30,195,0.4482758620689655,0.17834418634335147,C2_2,1.694837929,0.6632757570000001,2,C,M,C2,5.811,26
Network_325,16.0,18,0.23881178297702155,16.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,4.3465381569999995,0.571530878,2,C,F,C2,6.266,23
Network_325,4.0,16,0.21662600921394354,9.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,3.37576127,0.587664728,2,C,M,C2,6.8660000000000005,28
Network_325,18.0,12,0.16789689933364882,12.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.759190528,0.57814546,2,C,F,C2,6.949,22
Network_325,30.0,11,0.1596812950585621,11.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.812282715,0.7673169809999999,2,C,F,C2,6.936,8
Network_325,15.0,11,0.14302202726575952,2.0,8,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.284597387,0.526445471,2,C,M,C2,7.104,37
Network_325,29.0,15,0.19931392966409167,22.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,3.368300573,0.484528804,2,C,F,C2,7.215,18
Network_325,17.0,10,0.14531613932743667,11.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.355249464,0.7485467920000001,2,C,F,C2,7.091,13
Network_325,11.0,12,0.1727046699198556,26.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.979866148,0.7037931340000001,2,C,M,C2,6.732,14
Network_325,25.0,17,0.22617875573717647,85.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,4.660450265,0.530797173,2,C,F,C2,6.545,28
Network_325,24.0,13,0.18501242541217966,0.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,2.588200839,0.633211034,2,C,F,C2,6.21,13
Network_325,3.0,13,0.184284598210827,20.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,3.218611737,0.6652153479999999,2,C,M,C2,6.609,13
Network_325,28.0,8,0.1170630177604068,1.0,8,30,195,0.4482758620689655,0.17834418634335147,C2_2,1.644160331,0.83623284,2,C,F,C2,6.808,10
Network_325,14.0,7,0.07520209775465345,22.0,6,30,195,0.4482758620689655,0.17834418634335147,C2_2,1.396980231,0.486149541,2,C,M,C2,6.976,26
Network_325,13.0,9,0.12036747451972563,0.0,8,30,195,0.4482758620689655,0.17834418634335147,C2_2,1.685647642,0.6577214720000001,2,C,M,C2,6.492999999999999,19
Network_325,27.0,20,0.2552935160030996,19.0,9,30,195,0.4482758620689655,0.17834418634335147,C2_2,4.297061055,0.51723984,2,C,F,C2,7.43,39
