network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_495,TPV122,1,5.433346830830304e-18,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15454,0,5.013255859523627e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T16054,0,1.8924103341582062e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15170,0,2.07840772030296e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV144,1,5.231120305258398e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV147,1,2.421058072401029e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV141,1,1.0900770311257363e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV140,1,-2.25070244394219e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV143,0,-4.7579186725841767e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV142,0,-2.182204041894303e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV101,0,-2.4480980409362703e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV111,0,1.287993443982211e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15875,0,-1.3637297506326773e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15876,0,-1.8917129606450202e-20,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15759,0,5.741394413340137e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15953,0,1.5490972804967004e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV145,0,9.410235839130627e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV134,3,0.5,0.0,3,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV136,3,0.5,0.0,3,40,11,0.014102564102564103,0.6611570247933884
Network_495,T16068,1,2.182548888175763e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV131,0,-6.936206165706906e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV133,3,0.5000000000000001,0.0,3,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15993,0,-1.3038498601719716e-19,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV138,0,-4.072053771541831e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV139,0,-2.0226932247734626e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15994,0,-1.4617689190078432e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T13072,0,2.2017707051260068e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15000,0,1.929249602862486e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV118,1,-1.380292796954874e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15711,0,1.9329953564436622e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15995,0,-2.2122558507237943e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV117,3,0.49999999999999994,0.0,3,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV114,1,1.3877787807814463e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,TPV109,1,-1.3877787807814463e-17,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,T16086,1,-0.0,0.0,1,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15923,0,-5.551115123125785e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T14862,0,-2.7755575615628926e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15776,0,3.469446951953616e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T16168,0,-6.938893903907231e-18,0.0,0,40,11,0.014102564102564103,0.6611570247933884
Network_495,T15944,0,2.7755575615628926e-17,0.0,0,40,11,0.014102564102564103,0.6611570247933884
