network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_682,281M,2,0.07352932201991254,0.0036336587758464254,2,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.8130054520000001,-1.6087344909999999,-0.015840286,-0.321360059,0
Network_682,349F,10,0.24147749930076862,0.11364108858059406,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.60391507,0.598265509,-,-,-
Network_682,350F,7,0.17041509042745664,0.0827005094589942,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.316546022,1.101265509,-,-,-
Network_682,282M,4,0.1560130926011966,0.009402103552406784,3,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.034427891,-0.8077344909999999,0.034159714,0.011423578,0
Network_682,338F,7,0.18945054260077746,0.04750936726388414,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.246538485,0.8162655090000001,-,-,-
Network_682,343F,7,0.21553321974286618,0.05482349097242386,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.161766271,1.323265509,-,-,-
Network_682,352F,6,0.22748446473687875,0.06399036464934238,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.5785883829999999,0.801265509,-,-,-
Network_682,283M,3,0.023259467864066682,0.014049742657822646,2,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.47245668,-0.8797344909999999,0.099159714,0.08291929,0
Network_682,330F,3,0.03462837729925938,0.03989248352708232,2,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.005461148000000001,0.920265509,-,-,-
Network_682,335F,2,0.02068081724034402,0.008570573057072574,2,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.446659485,1.180265509,-,-,-
Network_682,354F,3,0.0749844378651183,0.02681165541457912,2,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.22656879100000002,1.2682655090000001,-,-,-
Network_682,284M,2,0.07090279084639287,0.0029818129145415704,2,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.000133491,-0.19973449100000001,0.161159714,-0.119913826,0
Network_682,325F,6,0.15570192978155878,0.058033165343717844,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.562569341,1.713265509,-,-,-
Network_682,285M,4,0.08558527059890923,0.03885786156782626,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.571859943,-1.015734491,-0.017840286,-0.006267012,0
Network_682,332F,4,0.13996021953010826,0.02421335650674863,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.327095622,0.7472655090000001,-,-,-
Network_682,337F,6,0.15377332187434525,0.04605953741436409,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.386346599,1.335265509,-,-,-
