network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_682,360F,1,0.015278320316907965,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.23019157699999998,-1.635734491,-,-,-
Network_682,287M,9,0.26508420894840284,0.10855528562495938,3,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.01761728,-1.272734491,0.074159714,0.204681252,0
Network_682,329F,7,0.14393055014202186,0.104556740680998,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.079608837,0.366265509,-,-,-
Network_682,340F,3,0.09495563945390044,0.011331946158820898,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.216245484,-0.7837344909999999,-,-,-
Network_682,353F,6,0.1857839769459601,0.0465737099988269,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.046887057,-0.424734491,-,-,-
Network_682,356F,6,0.2170108443874286,0.048248889271753165,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.005746431999999999,1.475265509,-,-,-
Network_682,358F,4,0.09076047529033933,0.017575208898171914,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.11526412,-0.060734490999999995,-,-,-
Network_682,288M,8,0.1989515460047103,0.09135357340325437,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.963733328,0.918265509,0.088159714,0.00810574,0
Network_682,333F,1,0.035515988044825336,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.258078394,1.1772655090000002,-,-,-
Network_682,336F,2,0.05624463053608065,0.0023136700482481003,2,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.6995712909999999,0.220265509,-,-,-
Network_682,345F,5,0.1405560191935212,0.05098558641119097,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.129586374,0.7532655090000001,-,-,-
Network_682,290M,6,0.0925892185758083,0.08005126572974929,3,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.014907185,0.372265509,0.104159714,-0.043115382,0
Network_682,322F,1,0.01652863546956438,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.10053031,-0.459734491,-,-,-
Network_682,327F,5,0.1341440103532029,0.0654790434576528,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.340157372,0.17526550899999999,-,-,-
Network_682,342F,2,0.045901298044668165,0.007455274326265061,2,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.697051413,-0.19973449100000001,-,-,-
Network_682,361F,6,0.14570459922529805,0.053558579465642055,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,0.26702006699999997,0.28026550899999997,-,-,-
Network_682,291M,1,8.954377518069112e-17,0.0,1,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.39381690700000005,1.134265509,0.212159714, ,0
Network_682,346F,1,9.481163323314548e-17,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.10602938599999999,-1.1917344909999998,-,-,-
Network_682,292M,5,0.11611659135061156,0.02794973362223779,3,62,123,0.06504494976203067,0.4731971470510746,MALE,,,,,
Network_682,294M,5,0.14571408908380723,0.031080709074950155,3,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.974439547,-0.228734491,0.108159714,0.081807663,0
Network_682,355F,2,0.043839375403557555,0.0006398292054029758,2,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.519939788,-1.609734491,-,-,-
Network_682,295M,2,0.060616332004525444,0.002066154609085613,2,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.43906723700000005,-0.224734491,0.044159714,-0.17293415,0
Network_682,296M,4,0.0953489245581976,0.015927174587566734,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.1360945,-0.8047344909999999,0.140159714,0.059289666,0
Network_682,326F,4,0.10293695698252986,0.03402032542939751,3,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.125242828,1.944265509,-,-,-
Network_682,297M,11,0.30143538675490067,0.1880344512121439,3,62,123,0.06504494976203067,0.4731971470510746,MALE,1.7711578780000001,-0.594734491,0.040159714,0.515614218,0
Network_682,344F,1,0.05381096959166573,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.098234024,1.184265509,-,-,-
Network_682,298M,7,0.19804940458688317,0.05356407760435225,3,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.74461476,-0.5607344910000001,0.046159714,-0.107647092,0
Network_682,299M,2,0.05930971721795728,0.005110193388581811,2,62,123,0.06504494976203067,0.4731971470510746,MALE,0.058480307,-0.935734491,0.038159714,0.242201409,0
Network_682,300M,1,0.006181711370783149,0.0,1,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.252643868,-0.941734491,0.062159714, ,0
Network_682,301M,5,0.13432200097401953,0.045762120905608994,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.20856221,0.535265509,0.137159714,0.122468733,0
Network_682,302M,3,0.0455203806503611,0.0344996021380171,2,62,123,0.06504494976203067,0.4731971470510746,MALE,0.043955077,0.118265509,0.103159714,0.090832452,0
Network_682,341F,1,0.008126105714885127,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.090331944,0.8802655090000001,-,-,-
Network_682,304M,7,0.16453819677538242,0.11502227012125692,3,62,123,0.06504494976203067,0.4731971470510746,MALE,1.296140071,-0.970734491,0.048159714,0.176140616,0
Network_682,359F,2,0.03828820222604158,0.004676806644618742,2,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.308865426,0.352265509,-,-,-
Network_682,306M,3,0.06790661710829539,0.010825561456112713,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.406746055,0.187265509,0.063159714,0.098174863,0
Network_682,307M,4,0.13504515063551562,0.01949767278074814,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.465420051,-0.503734491,-0.007840286,0.033298322,0
Network_682,308M,5,0.1725157190350011,0.024983103975846552,3,62,123,0.06504494976203067,0.4731971470510746,MALE,-1.03213551,-1.430734491,0.071159714,-0.114386739,0
Network_682,309M,1,0.025693872708122352,0.0,1,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.880937273,-0.359734491,0.051159714,-0.185908556,0
Network_682,310M,6,0.1882877723746119,0.055045486245196354,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.612182119,-2.256734491,-0.015840286,0.021424935,0
Network_682,323F,1,0.03361233630466576,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE,-0.08675119699999999,-1.8387344909999999,-,-,-
Network_682,311M,4,0.06878376540334809,0.04065311637503154,3,62,123,0.06504494976203067,0.4731971470510746,MALE,0.005933997,0.8192655090000001,0.139159714,-0.120351567,0
Network_682,334F,1,0.012278986712098927,0.0,1,62,123,0.06504494976203067,0.4731971470510746,FEMALE, ,0.061265509,-,-,-
Network_682,312M,4,0.09986295924188136,0.020352776299261636,3,62,123,0.06504494976203067,0.4731971470510746,MALE,1.08310698,-0.482734491,-0.005840286,0.218110275,0
Network_682,314M,2,0.049942589089220314,0.005909401026883136,2,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.245563477,-0.46873449100000003,-0.035840286,-0.03685798,0
Network_682,315M,2,0.06383132329047614,0.0007327296949741983,2,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.601090847,0.521265509,0.095159714,-0.128886322,0
Network_682,317M,1,0.02509146572395649,0.0,1,62,123,0.06504494976203067,0.4731971470510746,MALE,-0.21255105600000002,0.499265509,0.078159714,-0.032944114,0
