network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,TubPeriod,strength,Clustering coefficient ,Period,Treatment,Sex,Tub,Elytra,Number of observations
Network_326,7.0,11,0.21200670380438136,10.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.6389982180000002,0.40773269700000003,1,C,M,C3,6.291,35
Network_326,6.0,13,0.26406871096336815,12.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.907442333,0.430053585,1,C,M,C3,6.1,36
Network_326,5.0,10,0.18466999972628478,22.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.227649826,0.333632728,1,C,M,C3,6.955,35
Network_326,4.0,2,0.037985021414718906,0.0,2,28,131,0.34656084656084657,0.1774326591035632,C3_1,0.342268474,0.0,1,C,M,C3,6.641,16
Network_326,3.0,8,0.1382079497412382,0.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,1.461687723,0.361070565,1,C,M,C3,6.065,29
Network_326,1.0,1,0.01757959483165708,0.0,1,28,131,0.34656084656084657,0.1774326591035632,C3_1,0.166666667, ,1,C,M,C3,6.957999999999999,32
Network_326,2.0,11,0.19085650892318798,26.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.329106866,0.32109076,1,C,M,C3,7.502999999999999,43
Network_326,13.0,9,0.16441896815220736,18.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.143768803,0.390625,1,C,M,C3,7.556,47
Network_326,14.0,9,0.18450019949044286,9.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.062664821,0.491185982,1,C,M,C3,7.006,41
Network_326,11.0,13,0.25648237131627827,48.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,3.155142923,0.468525134,1,C,M,C3,7.942,41
Network_326,10.0,9,0.17063759533739548,0.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,1.8020444759999998,0.479075112,1,C,M,C3,6.718,18
Network_326,12.0,11,0.2189627059434166,22.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.5736183440000002,0.545154296,1,C,M,C3,6.603,36
Network_326,8.0,14,0.26816337174862265,26.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,3.202933324,0.413870239,1,C,M,C3,6.643,35
Network_326,9.0,11,0.18445259593808008,46.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.347646588,0.287457566,1,C,M,C3,6.382999999999999,23
Network_326,22.0,11,0.21164826479751064,20.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.558636108,0.40817310799999995,1,C,F,C3,6.836,25
Network_326,21.0,7,0.129907081279623,7.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,1.481180854,0.39575692100000004,1,C,F,C3,6.652,17
Network_326,20.0,11,0.23622896692699347,45.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.941440775,0.534078729,1,C,F,C3,7.829,36
Network_326,19.0,11,0.2207793365905773,28.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.67448581,0.511192324,1,C,F,C3,6.968,24
Network_326,18.0,13,0.25215108734379216,35.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.829384316,0.445987367,1,C,F,C3,7.377999999999999,33
Network_326,17.0,9,0.1601862300941083,0.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,1.789840549,0.244281202,1,C,F,C3,6.619,24
Network_326,16.0,4,0.08095162421964061,0.0,4,28,131,0.34656084656084657,0.1774326591035632,C3_1,0.749525595,0.5494452479999999,1,C,F,C3,7.1979999999999995,18
Network_326,15.0,9,0.16671697749481448,0.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,1.71861854,0.49704080799999995,1,C,F,C3,6.496,12
Network_326,28.0,4,0.0852956434681374,1.0,4,28,131,0.34656084656084657,0.1774326591035632,C3_1,0.9876789429999999,0.911990973,1,C,F,C3,6.251,15
Network_326,27.0,8,0.15099839564757372,0.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,1.603891659,0.48110501299999997,1,C,F,C3,6.605,22
Network_326,26.0,13,0.21388502237760149,41.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.88377767,0.308050001,1,C,F,C3,6.7410000000000005,20
Network_326,25.0,8,0.17565074701143285,11.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,2.1389784609999998,0.607002126,1,C,F,C3,6.415,31
Network_326,24.0,13,0.2461928461630886,51.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,3.2072785180000003,0.406588055,1,C,F,C3,7.132999999999999,34
Network_326,23.0,9,0.16429308680512306,0.0,7,28,131,0.34656084656084657,0.1774326591035632,C3_1,1.892008931,0.37248309999999996,1,C,F,C3,6.9079999999999995,24
