network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,fur_mark,sex,stage_current_year,Node_All days_detected,btw_spat,btw_soc
Network_746,R611,12,0.14057015792431052,0.009166190101140625,7,61,265,0.1448087431693989,0.4689596699003679,black_tip,F,P,2,1,32
Network_746,R305,11,0.14147941494838995,0.029242367026933825,7,61,265,0.1448087431693989,0.4689596699003679,backwards_C,F,A,2,0,104
Network_746,R456,13,0.1261454225214518,0.08740423747689235,7,61,265,0.1448087431693989,0.4689596699003679,does_not_equal,F,A,2,0,309
Network_746,R306,16,0.1331965358030663,0.053149401738358575,7,61,265,0.1448087431693989,0.4689596699003679,eyeball,F,A,8,14,188
Network_746,R444,16,0.23497139369153122,0.02590722775750289,7,61,265,0.1448087431693989,0.4689596699003679,football_concussion,M,A,1,0,92
Network_746,R599,8,0.06689994053137227,0.006481501442014902,6,61,265,0.1448087431693989,0.4689596699003679,greater_than,F,P,22,77,23
Network_746,R391,14,0.13053413993699564,0.060895236751392,7,61,265,0.1448087431693989,0.4689596699003679,lol,M,A,4,29,216
Network_746,R607,9,0.12454745998425239,0.007216664519706823,7,61,265,0.1448087431693989,0.4689596699003679,pound,F,P,1,0,26
Network_746,R377,8,0.1372641323191541,0.004198137274497956,7,61,265,0.1448087431693989,0.4689596699003679,SO,M,A,9,26,15
Network_746,R176_L222,16,0.22821535927650813,0.08474434276648556,7,61,265,0.1448087431693989,0.4689596699003679,soda,F,A,3,2,300
Network_746,R646,12,0.1483537598529736,0.0735662907575882,7,61,265,0.1448087431693989,0.4689596699003679,sun,M,P,3,0,260
Network_746,R080_L289,21,0.28076100331876247,0.14607339161552763,7,61,265,0.1448087431693989,0.4689596699003679,umbrella,F,A,25,62,517
Network_746,R626,9,0.10749307606205842,0.004821329410425027,6,61,265,0.1448087431693989,0.4689596699003679,cheeks,F,P,28,88,17
Network_746,R556,5,0.08030800414801288,0.0012682517655292175,5,61,265,0.1448087431693989,0.4689596699003679,barnacle,M,P,27,63,4
Network_746,R570,16,0.21589324147103536,0.045660777885911406,7,61,265,0.1448087431693989,0.4689596699003679,five,F,P,27,67,162
Network_746,R591,21,0.2674855106762191,0.06741746691583068,7,61,265,0.1448087431693989,0.4689596699003679,IS,F,P,25,97,239
Network_746,R561,8,0.12254855659262963,0.007104779653697592,6,61,265,0.1448087431693989,0.4689596699003679,lowercase_b,F,P,24,65,25
Network_746,R572,6,0.09592587062782283,0.00021971123666038919,6,61,265,0.1448087431693989,0.4689596699003679,bean,M,A,15,45,1
Network_746,R309,14,0.1636134256573766,0.05940880930577518,7,61,265,0.1448087431693989,0.4689596699003679,leaning_tower,F,A,25,115,210
Network_746,R475,18,0.24735017436166606,0.05276253741153956,7,61,265,0.1448087431693989,0.4689596699003679,open_circle,F,A,20,40,187
Network_746,R296,14,0.18568898143929294,0.015749457683382366,7,61,265,0.1448087431693989,0.4689596699003679,pi,F,A,29,174,56
Network_746,R297,13,0.1423854194126922,0.015697623839767177,7,61,265,0.1448087431693989,0.4689596699003679,jelly_fish,F,A,2,2,56
Network_746,R150_L230,14,0.12723240856932358,0.02828094234520595,7,61,265,0.1448087431693989,0.4689596699003679,line_over_batgirl,F,A,18,76,100
Network_746,R592,9,0.11145551846121726,0.003347760580069032,7,61,265,0.1448087431693989,0.4689596699003679,north_face,F,P,2,3,12
Network_746,R627,20,0.1730401171170714,0.1111258614775946,7,61,265,0.1448087431693989,0.4689596699003679,pacman,F,P,11,21,393
Network_746,R462_R577,19,0.2451731400897361,0.12238272782360377,7,61,265,0.1448087431693989,0.4689596699003679,volcano,M,A,1,1,433
Network_746,R566,5,0.05679812602942892,0.0016540884291455667,5,61,265,0.1448087431693989,0.4689596699003679,walking_man,M,A,29,84,6
Network_746,R683,5,0.04051374128260757,0.00012236019215082025,5,61,265,0.1448087431693989,0.4689596699003679,Capital_C,M,P,6,9,0
Network_746,R601,13,0.09878892371214455,0.035154869358564926,6,61,265,0.1448087431693989,0.4689596699003679,grumpy,F,P,18,140,124
Network_746,R678,10,0.07542631483249673,0.005463825941153787,6,61,265,0.1448087431693989,0.4689596699003679,peanut,M,P,4,4,19
Network_746,R320,1,-8.129265828607347e-18,0.0,1,61,265,0.1448087431693989,0.4689596699003679,pirate_hook,F,A,1,1,0
Network_746,R693,1,-2.2718857198463094e-18,0.0,1,61,265,0.1448087431693989,0.4689596699003679,Capital_E,F,P,10,52,0
Network_746,R600,5,0.07431892067121078,0.00021971123666038919,5,61,265,0.1448087431693989,0.4689596699003679,Capital_F,M,P,28,48,1
Network_746,R587,6,0.10228061477793216,0.0002354048964218456,6,61,265,0.1448087431693989,0.4689596699003679,Capital_K,F,P,25,55,1
Network_746,R588,15,0.208149016819077,0.04874075885050875,7,61,265,0.1448087431693989,0.4689596699003679,house,M,P,23,76,173
Network_746,R523,6,0.0352156660220224,0.054180692802653016,4,61,265,0.1448087431693989,0.4689596699003679,libra,F,A,10,14,192
Network_746,R677,1,0.0028446517775971942,0.0,1,61,265,0.1448087431693989,0.4689596699003679,Capital_N,M,A,2,0,0
Network_746,R584,8,0.11544430397460827,0.013833059849517012,7,61,265,0.1448087431693989,0.4689596699003679,line_over_blot,F,P,3,7,49
Network_746,R463,2,0.032004680274418496,0.0,2,61,265,0.1448087431693989,0.4689596699003679,Capital_S,F,A,5,1,0
Network_746,R526,3,0.03933887504185813,0.0,3,61,265,0.1448087431693989,0.4689596699003679,yip_yip,F,A,25,119,0
Network_746,R476_R580,8,0.07017048737643525,0.016007603038149413,6,61,265,0.1448087431693989,0.4689596699003679,cups,F,A,17,31,57
Network_746,R484,5,0.07999565554466986,0.00570715029257508,5,61,265,0.1448087431693989,0.4689596699003679,cookie,F,A,2,4,20
Network_746,R446,2,0.003691851485051097,0.0014548022598870058,2,61,265,0.1448087431693989,0.4689596699003679,Cu_copper,M,A,5,16,5
