network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX
Network_670,1M,3,6.950383670231776e-17,0.0022104332449160036,1,118,114,0.016514558887440245,,MALE
Network_670,1F,1,-1.2045854072611862e-17,0.0,1,118,114,0.016514558887440245,,FEMALE
Network_670,2F,1,-2.1786880706810635e-17,0.0,1,118,114,0.016514558887440245,,FEMALE
Network_670,3F,4,1.5714662328521767e-16,0.003978779840848806,1,118,114,0.016514558887440245,,FEMALE
Network_670,2M,1,3.1412673706986756e-17,0.0,1,118,114,0.016514558887440245,,MALE
Network_670,3M,2,4.6447573068109294e-17,0.0011788977306218685,1,118,114,0.016514558887440245,,MALE
Network_670,4F,2,7.485951214796588e-17,0.00206307102858827,1,118,114,0.016514558887440245,,FEMALE
Network_670,5F,1,1.2924910678230374e-18,0.0,1,118,114,0.016514558887440245,,FEMALE
Network_670,4M,1,7.444376948246745e-17,0.0,1,118,114,0.016514558887440245,,MALE
Network_670,5M,2,9.456957051598226e-17,0.002652519893899204,1,118,114,0.016514558887440245,,MALE
Network_670,6M,3,-8.431205755122102e-17,0.0016209843796050692,1,118,114,0.016514558887440245,,MALE
Network_670,6F,1,-2.96061626024767e-17,0.0,1,118,114,0.016514558887440245,,FEMALE
Network_670,7F,1,-5.0567501817509686e-17,0.0,1,118,114,0.016514558887440245,,FEMALE
Network_670,8F,2,-4.699140318724527e-17,0.0017683465959328027,1,118,114,0.016514558887440245,,FEMALE
Network_670,7M,2,-2.8801016753606956e-17,0.0017683465959328027,1,118,114,0.016514558887440245,,MALE
Network_670,9F,2,-2.1377585848714998e-17,0.0014736221632773356,1,118,114,0.016514558887440245,,FEMALE
Network_670,8M,2,2.68721515697275e-17,0.0008841732979664014,1,118,114,0.016514558887440245,,MALE
Network_670,10F,1,-1.6646059286032625e-17,0.0,1,118,114,0.016514558887440245,,FEMALE
Network_670,9M,3,6.707714110898332e-18,0.0022104332449160036,1,118,114,0.016514558887440245,,MALE
Network_670,11F,1,-2.6100729492273005e-17,0.0,1,118,114,0.016514558887440245,,FEMALE
