network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX
Network_672,2M,4,0.0774524914315778,0.06767903483694036,2,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,119F,3,0.016998697006197466,0.044889937106918236,1,161,249,0.019332298136645963,0.6689993947403143,FEMALE
Network_672,27M,1,0.0034161579746378626,0.0,1,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,73M,3,0.003716344043666557,0.02272012578616352,1,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,16M,1,0.001224480289177204,0.0,1,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,120F,3,0.00609297625587422,0.02272012578616352,1,161,249,0.019332298136645963,0.6689993947403143,FEMALE
Network_672,41M,1,0.0012244802891771861,0.0,1,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,85M,3,0.02786950186059097,0.03850624873513856,2,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,12M,7,0.051007647490400126,0.06405606284277779,2,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,121F,5,0.09706975725094352,0.04515325629578412,3,161,249,0.019332298136645963,0.6689993947403143,FEMALE
Network_672,19M,8,0.18303668157355496,0.058849700534073096,3,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,32M,3,0.09041594630795091,0.009714988649840306,3,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,39M,7,0.13904814254101783,0.07230601320446463,3,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,82M,1,0.019507708456011293,0.0,1,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,15M,1,0.005396666079261919,0.0,1,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,128F,4,0.026853644417518852,0.03108625437610556,2,161,249,0.019332298136645963,0.6689993947403143,FEMALE
Network_672,22M,3,0.026144490193950026,0.016469850930066154,2,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,26M,4,0.09668508629359347,0.050422747737457065,2,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,48M,1,0.0053966660792619005,0.0,1,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,53M,5,0.1410432721200365,0.020980630133106054,3,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,130F,7,0.15477768079551832,0.03263999584646712,3,161,249,0.019332298136645963,0.6689993947403143,FEMALE
Network_672,62M,4,0.13340176723543254,0.02452322343944495,3,161,249,0.019332298136645963,0.6689993947403143,MALE
Network_672,72M,5,0.12399950076063276,0.03025113135313492,3,161,249,0.019332298136645963,0.6689993947403143,MALE
