network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_541,047021029,2,0.001952655322954272,0.0,2,60,150,0.0847457627118644,0.5783489866534849
Network_541,046892315,5,0.046051125469537,0.0028024908723330686,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047046876,6,0.10646652086530926,0.09415158515100068,3,60,150,0.0847457627118644,0.5783489866534849
Network_541,045259297,5,0.0634690217577288,0.017028875415279816,3,60,150,0.0847457627118644,0.5783489866534849
Network_541,047014796,2,0.03740353256973985,0.0,2,60,150,0.0847457627118644,0.5783489866534849
Network_541,047056085,4,0.03678774529348945,0.06835970844073905,3,60,150,0.0847457627118644,0.5783489866534849
Network_541,043832819,2,0.024792318777640703,0.0,2,60,150,0.0847457627118644,0.5783489866534849
Network_541,047088014,4,7.582868818320272e-17,0.0017533606078316772,3,60,150,0.0847457627118644,0.5783489866534849
Network_541,046874872,6,0.0710324470486514,0.030944102167071177,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047001606,4,0.07979087163726274,0.015041000019390616,3,60,150,0.0847457627118644,0.5783489866534849
Network_541,043807838,7,0.22233796242343226,0.015010095430901977,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,046854621,5,0.1410840961252312,0.006651047504349667,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047083881,5,0.06484800417967837,0.02044342598112324,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047043773,14,0.23568378386692557,0.16326753550912962,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047060061,4,0.03818907529423473,0.0022441290121009588,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047071078,6,0.0820710615078344,0.025210798308335742,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047062042,7,0.06601619967781926,0.021500534175870237,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047025606,1,7.198237430349572e-17,0.0,1,60,150,0.0847457627118644,0.5783489866534849
Network_541,047067328,2,0.0019526553229542597,0.0,2,60,150,0.0847457627118644,0.5783489866534849
Network_541,047084024,5,0.13917636108944922,0.005026000700540694,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047045293,6,0.22806295539232577,0.0,6,60,150,0.0847457627118644,0.5783489866534849
Network_541,047043078,5,0.029000686330339413,0.003388875590165206,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047107098,3,0.04949500052813115,0.0,3,60,150,0.0847457627118644,0.5783489866534849
Network_541,047018520,6,0.11680004345330801,0.010889191982120095,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047003636,8,0.17514825717841373,0.0621963739877241,4,60,150,0.0847457627118644,0.5783489866534849
Network_541,047094299,1,-7.642026067974476e-17,0.0,1,60,150,0.0847457627118644,0.5783489866534849
Network_541,047094115,4,0.06206549022577345,0.00103810080431939,4,60,150,0.0847457627118644,0.5783489866534849
