network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_717,D10M,8,0.23475009524978396,0.05443389258294917,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,8.0,8.0,3.625,0.275862069,6.037735849,5.813851807000001,15.33333333,1.0,2.875,1.7777777780000001,1.126760563,1.0547280909999999,1.668148349,0.9857241809999999,0.72636041,0.281839873,-0.921229125,-5.179354981
Network_717,D30,8,0.25030376099060475,0.0634308836877527,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,G2M,8,0.2478286486126352,0.04642464381578104,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,12.0,8.0,5.125,0.292682927,4.285714286,5.877235695,3.222222222,2.0,1.875,2.264150943,1.6,1.044934616,1.4142259940000002,0.89541738,0.565355194,-0.541885099,-0.38276837399999997,-5.006791903
Network_717,33M,4,0.14232081061493876,0.0057082282117253275,4,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,1.0,4.0,2.75,0.090909091,8.0,16.79661359,0.333333333,6.0,1.5,0.222222222,0.563380282,0.8001385520000001,0.5497307060000001,1.30608454,0.962427543,-0.643911534,1.081442886,-6.489121719
Network_717,D25M,8,0.2423860400565017,0.05179449271249068,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,6.0,8.0,3.0,0.25,6.233766234,5.008105174,5.333333333,1.0,3.25,1.333333333,1.126760563,0.8728784209999999,1.511759441,1.017728213,0.74994354,-0.335327732,-0.921229125,-4.822145871
Network_717,3906M,7,0.20334250516074406,0.045418777218737105,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,1.0,7.0,3.142857143,0.045454545,5.675675676,11.81769557,0.0,6.0,1.428571429,0.222222222,0.9859154929999999,0.91444406,0.27486535300000003,0.926614032,0.682803325,-0.664483788,1.081442886,-6.557161549
Network_717,35M,7,0.1913202883048125,0.044420042349915534,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,1.0,7.0,3.714285714,0.038461537999999997,5.675675676,13.05365021,1.333333333,6.0,1.142857143,0.222222222,0.9859154929999999,1.0807066159999998,0.232578376,0.926614032,0.682803325,-0.582194774,1.081442886,-6.829320872
Network_717,208M,8,0.24782864861263515,0.04642464381578104,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,4.0,12.0,3.583333333,0.093023256,5.546588408,5.504997705,13.55555556,3.0,3.75,0.9302325579999999,1.4814814809999999,0.974407218,0.6425319270000001,0.788741218,0.67048869,-0.282755456,0.100560228,-3.474529861
Network_717,G1M,11,0.30048491941219124,0.14065634262190896,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,11.0,11.0,4.0,0.25,5.322580645,4.926524895,16.66666667,1.0,2.9090909089999997,2.444444444,1.549295775,1.163837894,1.511759441,0.8689675370000001,0.640324777,0.364128887,-0.921229125,-5.146881426
Network_717,D9M,10,0.27350556698043194,0.10682419982860585,5,21,71,0.3380952380952381,0.09136199383568919,MALE,19.0,8.0,10.0,3.7,0.21621621600000002,5.381165919,3.1442994939999998,52.66666667,1.0,4.4,1.7777777780000001,1.408450704,1.076550052,1.307467625,0.878532202,0.647372787,2.585932264,-0.921229125,-3.7267045989999996
Network_717,D32,6,0.20681199280544033,0.027052635149664044,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D35,4,0.14359663676323414,0.008168254868529092,4,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D38,3,0.10748133477610355,0.004419217970206508,3,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D39,6,0.21387282158700105,0.024038202895904085,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D43,5,0.16639381376596574,0.01861540526160426,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D44,8,0.2616674668245093,0.058994704754135936,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D46,8,0.2556624552397238,0.06333981761974443,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D47,5,0.16744963096274082,0.019534344012497592,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D48,4,0.13827777584028975,0.009912148307786561,4,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D51,6,0.1987786979755546,0.027710207033828288,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
Network_717,D54,8,0.2616674668245093,0.058994704754135936,5,21,71,0.3380952380952381,0.09136199383568919,FEMALE,,,,,,,,,,,,,,,,,,,
