network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_345,Pr,19,0.223606797749979,0.0,19,20,190,1.0,0.0,female
Network_345,1br,19,0.223606797749979,0.0,19,20,190,1.0,0.0,female
Network_345,1r,19,0.22360679774997902,0.0,19,20,190,1.0,0.0,female
Network_345,9l,19,0.22360679774997905,0.0,19,20,190,1.0,0.0,female
Network_345,Cl,19,0.223606797749979,0.0,19,20,190,1.0,0.0,female
Network_345,Bl,19,0.22360679774997894,0.0,19,20,190,1.0,0.0,female
Network_345,Hr,19,0.22360679774997896,0.0,19,20,190,1.0,0.0,female
Network_345,4r,19,0.22360679774997894,0.0,19,20,190,1.0,0.0,female
Network_345,2br,19,0.22360679774997896,0.0,19,20,190,1.0,0.0,female
Network_345,Jr,19,0.22360679774997896,0.0,19,20,190,1.0,0.0,female
Network_345,5r,19,0.22360679774997902,0.0,19,20,190,1.0,0.0,female
Network_345,5l,19,0.223606797749979,0.0,19,20,190,1.0,0.0,female
Network_345,6r,19,0.223606797749979,0.0,19,20,190,1.0,0.0,female
Network_345,2bl,19,0.22360679774997894,0.0,19,20,190,1.0,0.0,female
Network_345,Lr,19,0.22360679774997896,0.0,19,20,190,1.0,0.0,female
Network_345,Br,19,0.22360679774997896,0.0,19,20,190,1.0,0.0,female
Network_345,2l,19,0.22360679774997896,0.0,19,20,190,1.0,0.0,female
Network_345,Cr,19,0.223606797749979,0.0,19,20,190,1.0,0.0,female
Network_345,Kl,19,0.223606797749979,0.0,19,20,190,1.0,0.0,female
Network_345,"Yl
",19,0.22360679774997894,0.0,19,20,190,1.0,0.0,
