network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_991,013C,4,0.05171889438796495,0.001349527665317139,3,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,0A37,4,1.1113512717489253e-17,0.002699055330634278,3,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,1A7B,8,0.298067134558183,0.12051282051282049,4,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,1B6D,1,-4.4509317754640086e-17,0.0,1,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,1E4A,3,0.042855989874977324,0.0,3,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,2E+69,8,0.18336830513389238,0.13179422916265018,4,40,90,0.11538461538461539,0.6709699143006853,
Network_991,203,6,0.2463349867515703,0.0010121457489878543,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,2317,4,0.18440437373737975,0.0,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,2325,7,0.29140551773085316,0.00991902834008097,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,271,9,0.23602402228097008,0.08547008547008544,4,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,276F,11,0.39323342629469804,0.11113360323886638,4,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,285B,3,0.08949319313875265,0.0,3,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,2A04,6,-8.562647020186728e-17,0.02361673414304993,3,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,3129,2,-6.1475997915219195e-18,0.0,2,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,3209,10,0.3551637829295531,0.04633378317588843,4,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,3A3D,3,-4.7022132900943525e-17,0.012145748987854251,2,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,3B0B,11,0.20390727334420375,0.10929888824625668,4,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,3B3C,5,0.223054259686984,0.00033738191632928474,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,3B4F,5,0.11101088640162916,0.03745903219587429,4,40,90,0.11538461538461539,0.6709699143006853,
Network_991,4220,4,0.04443370002166518,0.14844804318488528,2,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,431D,3,0.0705910052853668,0.0021945890366942998,3,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,435,2,0.0001926450291911825,0.0,2,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,443B,5,-8.479853903616206e-17,0.019568151147098516,2,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,4835,3,1.1783540070837216e-17,0.0,3,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,4A2D,0,-4.321585024110295e-17,0.0,0,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,4B08,5,0.20185763592316794,0.0025191183085919925,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,4C3A,2,0.0074735426384033195,0.0,2,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,5234,3,0.0011490834930768315,0.06747638326585695,2,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,5741,4,-9.448065080430026e-17,0.021592442645074223,2,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,5750,3,0.12155797520241103,0.0,3,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,592B,3,0.0076178133884148855,0.09716599190283401,2,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,5B48,3,0.04285598987497728,0.0,3,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,6217,3,-2.883977778811442e-17,0.0,3,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,6878,4,0.10543210708181702,0.0,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,6D2C,8,0.28960204775296833,0.006792622582096266,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,6E5A,2,0.00019264502919117717,0.0,2,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,7075,5,0.2241170757744652,0.002586594691857849,4,40,90,0.11538461538461539,0.6709699143006853,F
Network_991,754D,1,2.7972416050126014e-17,0.0,1,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,7610,2,-6.01732205729455e-17,0.0,2,40,90,0.11538461538461539,0.6709699143006853,M
Network_991,842,5,0.18874994628602315,0.01819613135402609,4,40,90,0.11538461538461539,0.6709699143006853,F
