network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,TubPeriod,strength,Clustering coefficient ,Period,Treatment,Sex,Tub,Elytra,Number of observations
Network_322,21.0,18,0.2606420166368648,38.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,4.05929033,0.44828113299999994,1,C,F,C1,7.06,41
Network_322,15.0,9,0.11277753675093385,8.0,7,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.070943423,0.41354989,1,C,M,C1,7.151,45
Network_322,4.0,14,0.1719087665439443,20.5,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.8100772689999998,0.362804129,1,C,M,C1,6.38,40
Network_322,18.0,11,0.15703321585752386,20.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.421388672,0.47739818700000003,1,C,F,C1,7.02,35
Network_322,1.0,16,0.22008414799407014,21.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,3.234895823,0.43246557700000005,1,C,M,C1,6.577999999999999,40
Network_322,22.0,9,0.13981291746625527,1.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,1.9891937480000002,0.5538528079999999,1,C,F,C1,7.046,38
Network_322,2.0,15,0.2285685441801167,0.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.538881237,0.5332125329999999,1,C,M,C1,5.912000000000001,31
Network_322,23.0,6,0.08885938842974675,0.0,6,30,185,0.42528735632183906,0.17944338691763845,C1_1,1.116640745,0.369357339,1,C,F,C1,6.13,21
Network_322,19.0,15,0.21438529291343875,0.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.6778931569999997,0.44223019,1,C,F,C1,7.44,38
Network_322,3.0,9,0.11920895707913665,16.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,1.744520245,0.500403542,1,C,M,C1,6.26,36
Network_322,20.0,11,0.16684765711943098,13.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.524331896,0.557698047,1,C,F,C1,6.309,30
Network_322,17.0,11,0.1603163210755795,0.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.0076723530000002,0.43006440100000004,1,C,F,C1,6.582000000000001,36
Network_322,5.0,17,0.23704356127419512,11.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,3.4535786269999997,0.42469021799999995,1,C,M,C1,7.183,38
Network_322,6.0,12,0.15687182062601515,32.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.722837886,0.35221206200000005,1,C,M,C1,6.976,38
Network_322,8.0,8,0.1087285711457955,3.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,1.81993274,0.51851177,1,C,M,C1,7.961,43
Network_322,7.0,12,0.1740105149075569,17.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.393545435,0.507925551,1,C,M,C1,5.742999999999999,35
Network_322,9.0,13,0.19364460214095577,21.5,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,3.1564948530000003,0.511617381,1,C,M,C1,6.74,46
Network_322,16.0,6,0.06616061432206546,0.0,6,30,185,0.42528735632183906,0.17944338691763845,C1_1,1.0588834870000001,0.323716283,1,C,F,C1,6.507999999999999,26
Network_322,10.0,15,0.21619297168729487,44.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,3.298305006,0.46615342600000004,1,C,M,C1,6.78,46
Network_322,11.0,18,0.2683256723868245,28.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,3.9963906010000003,0.5714674129999999,1,C,M,C1,7.152,45
Network_322,29.0,9,0.108515821565652,0.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,1.6147817740000001,0.345290516,1,C,F,C1,6.8229999999999995,32
Network_322,12.0,19,0.2641463235230133,39.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,4.194507664,0.466283716,1,C,M,C1,6.735,46
Network_322,30.0,13,0.18120807970548994,41.5,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,3.382895492,0.51486952,1,C,F,C1,6.825,44
Network_322,14.0,10,0.14702260821777333,3.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,1.842780569,0.530725358,1,C,M,C1,6.942,37
Network_322,26.0,17,0.24471468083624923,112.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,4.186588821,0.47902979799999995,1,C,F,C1,7.447,45
Network_322,27.0,15,0.21973754945214388,7.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,3.39111228,0.561068704,1,C,F,C1,7.166,39
Network_322,28.0,10,0.13634021729939386,2.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.009912672,0.34148169700000003,1,C,F,C1,6.912999999999999,30
Network_322,24.0,12,0.18373875714521637,11.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.883833745,0.586438196,1,C,F,C1,6.7860000000000005,42
Network_322,25.0,11,0.1595789435326103,13.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.595035069,0.5052567960000001,1,C,F,C1,6.689,44
Network_322,13.0,9,0.13342034574144798,3.0,8,30,185,0.42528735632183906,0.17944338691763845,C1_1,2.005499598,0.554922523,1,C,M,C1,6.752000000000001,39
