network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_648,DBMREEG ,2,0.00930191038604293,0.0,2,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMWHEG ,1,2.966325102882242e-17,0.0,1,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMLBBK ,5,0.09899645100406905,0.016705895172714393,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,OREGDBM ,1,0.0010728361626193537,0.0,1,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMLBLB ,1,1.679341047119692e-18,0.0,1,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMBKRE ,3,0.0685676756204106,0.00010942116205274101,3,39,124,0.16734143049932523,0.37113033298647236
Network_648,EGMFPOR ,6,0.08929380461201196,0.008152442935051631,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,WHMRELG ,10,0.16058669369432343,0.08333801155311452,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,REYEDBM ,13,0.3080220002192748,0.05231244679757265,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMVIBK  ,9,0.18291084793241913,0.046155849153560836,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMREBK ,6,0.13275521604699517,0.006313218944797891,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMFPFP ,8,0.08356163641800342,0.188528754318228,4,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMLGBK ,7,0.09542647435026431,0.14082503556187767,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,URMURYE ,14,0.2969431460472864,0.1748811071694367,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMORVI,17,0.29447884598240565,0.2221897379563284,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,EGMYEOR ,10,0.2618445891338808,0.018258546244816265,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMORVI  ,4,0.05431154476511004,0.0,4,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMVIBK ,9,0.18291084793241902,0.046155849153560836,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMREEG  ,1,0.0009394452217508671,0.0,1,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMBKFP ,5,0.08110070069658433,0.0021845153424100796,4,39,124,0.16734143049932523,0.37113033298647236
Network_648,EGMBKFP ,1,0.008362465164292078,0.0,1,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMFPLB ,5,0.09348487543738915,0.0,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,URMURYE,4,0.11948994332375286,0.0,4,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMDBWH ,2,0.010622679867371969,0.0,2,39,124,0.16734143049932523,0.37113033298647236
Network_648,ORVIDBM ,3,0.010720277286138863,0.049786628733997154,2,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMORWH ,5,0.08028795784647215,0.00010942116205274101,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMORBK ,5,0.0802879578464721,0.00010942116205274101,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,WHMORLG ,5,0.08028795784647208,0.00010942116205274101,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMLBFP ,12,0.28121666260939354,0.02820556241608873,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMORDB ,14,0.31230943665374017,0.1453660266932578,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMLGOR ,5,0.1306359001211025,0.0,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,LBVIDBM ,3,0.05268053629130634,0.0,3,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMORVI ,13,0.25792600353188905,0.07117029746320364,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,URMOROR ,15,0.32536614687611515,0.061018522780536516,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMLBBK    ,1,0.01607077948007124,0.0,1,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMFPWH ,10,0.26013388661134784,0.014207729997203683,7,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMEGEG ,3,0.009387373042793721,0.049786628733997154,2,39,124,0.16734143049932523,0.37113033298647236
Network_648,YEMORFP ,5,0.13063590012110254,0.0,5,39,124,0.16734143049932523,0.37113033298647236
Network_648,DBMBKOR ,5,0.0811007006965843,0.0021845153424100796,4,39,124,0.16734143049932523,0.37113033298647236
