network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,TubPeriod,strength,Clustering coefficient ,Period,Treatment,Sex,Tub,Elytra,Number of observations
Network_332,10.0,12,0.1633644246497316,2.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.098382308,0.43815338200000004,1,T,M,T3,6.8839999999999995,43
Network_332,9.0,11,0.1679088556653836,15.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.2947132530000003,0.591207314,1,T,M,T3,7.103,35
Network_332,11.0,12,0.1824442371188341,4.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.13451763,0.585673887,1,T,M,T3,6.111000000000001,29
Network_332,12.0,15,0.22576504927532062,27.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.4000252289999997,0.55472573,1,T,M,T3,7.041,38
Network_332,14.0,17,0.23656474773485467,60.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.99542717,0.482302698,1,T,M,T3,7.327000000000001,42
Network_332,13.0,10,0.132208909467659,27.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.394956284,0.43207968399999996,1,T,M,T3,7.507999999999999,47
Network_332,1.0,17,0.23995148019034723,53.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,4.107468289,0.484200756,1,T,M,T3,6.322,43
Network_332,2.0,13,0.18560357022032647,12.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.1662576889999996,0.596803541,1,T,M,T3,6.7989999999999995,39
Network_332,3.0,11,0.1514059936468521,8.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.464108169,0.47444292299999996,1,T,M,T3,6.0360000000000005,37
Network_332,5.0,18,0.25114198674693083,45.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,4.2583948760000006,0.496185001,1,T,M,T3,7.184,44
Network_332,4.0,16,0.2450383061628153,17.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.696342982,0.593130831,1,T,M,T3,7.205,42
Network_332,8.0,10,0.1396026312543284,9.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.284826066,0.41323757299999997,1,T,M,T3,7.271,41
Network_332,6.0,16,0.2260452444352646,0.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.3563650810000003,0.506906085,1,T,M,T3,7.37,46
Network_332,7.0,11,0.1494735882082323,2.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.571422214,0.47750329999999996,1,T,M,T3,6.341,41
Network_332,15.0,12,0.17261390712567326,43.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.1147900139999996,0.575641564,1,T,F,T3,6.433,40
Network_332,16.0,12,0.18080726433146194,14.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.165826837,0.6859139459999999,1,T,F,T3,7.162000000000001,41
Network_332,17.0,15,0.21842412045285017,21.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.4469612069999997,0.46714433299999997,1,T,F,T3,6.803999999999999,37
Network_332,18.0,10,0.14237386783349887,17.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.521931977,0.36709855799999996,1,T,F,T3,6.54,40
Network_332,19.0,12,0.18228117994299894,1.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.058577756,0.551119803,1,T,F,T3,6.968999999999999,28
Network_332,20.0,4,0.05649497704754239,0.0,4,29,180,0.4433497536945813,0.10477952371137272,T3_1,0.975671343,0.666666667,1,T,F,T3,6.108,20
Network_332,21.0,10,0.1372542860447619,0.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,1.99674187,0.504875548,1,T,F,T3,6.695,30
Network_332,22.0,4,0.05004237689602801,1.0,4,29,180,0.4433497536945813,0.10477952371137272,T3_1,0.998166042,1.0,1,T,F,T3,5.888999999999999,26
Network_332,23.0,17,0.2430650350808522,73.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,4.714515199,0.5413785729999999,1,T,F,T3,7.0489999999999995,39
Network_332,24.0,19,0.2667056660682124,20.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.967196438,0.47963798700000004,1,T,F,T3,6.8260000000000005,42
Network_332,25.0,6,0.08922037626154464,0.0,6,29,180,0.4433497536945813,0.10477952371137272,T3_1,0.980917211,0.541336441,1,T,F,T3,7.361000000000001,17
Network_332,26.0,10,0.15065278436029078,31.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.8176065869999998,0.6849110490000001,1,T,F,T3,7.281000000000001,41
Network_332,27.0,10,0.1691241466883274,0.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,2.0055525530000002,0.8091688920000001,1,T,F,T3,7.18,28
Network_332,28.0,15,0.206017280429824,10.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.1485361210000002,0.487611932,1,T,F,T3,7.263999999999999,41
Network_332,29.0,15,0.1904873121679267,38.0,9,29,180,0.4433497536945813,0.10477952371137272,T3_1,3.490580988,0.39191269799999995,1,T,F,T3,7.191,40
