network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_513,053054615,2,0.003521372650860868,0.0,2,136,373,0.0406318082788671,0.746062367084121
Network_513,056298632,16,0.3409003915084825,0.20503767708940465,4,136,373,0.0406318082788671,0.746062367084121
Network_513,053612814,5,0.03087733905589604,0.0,5,136,373,0.0406318082788671,0.746062367084121
Network_513,052878374,5,0.010966973609687923,0.004859072487702568,4,136,373,0.0406318082788671,0.746062367084121
Network_513,056300338,8,0.18513533489349696,0.16166350007317065,4,136,373,0.0406318082788671,0.746062367084121
Network_513,052831081,3,0.07490585257175386,0.0007777251309589617,3,136,373,0.0406318082788671,0.746062367084121
Network_513,047045785,4,0.08589105819397744,0.0,4,136,373,0.0406318082788671,0.746062367084121
Network_513,053375071,4,0.02103635511052227,0.0,4,136,373,0.0406318082788671,0.746062367084121
Network_513,054090837,7,0.05065148782833077,0.008820097045636017,4,136,373,0.0406318082788671,0.746062367084121
Network_513,052836595,5,0.047868279639274064,0.0,5,136,373,0.0406318082788671,0.746062367084121
Network_513,046868004,13,0.07711149675336681,0.15947050849571537,4,136,373,0.0406318082788671,0.746062367084121
Network_513,053043360,7,0.07164922211551161,0.0028083011156806266,5,136,373,0.0406318082788671,0.746062367084121
Network_513,052810110,10,0.24565794222162496,0.0443168485034369,4,136,373,0.0406318082788671,0.746062367084121
Network_513,053796771,7,0.021865291307536346,0.011316116643931961,4,136,373,0.0406318082788671,0.746062367084121
Network_513,052867280,2,0.014673227626504677,0.0,2,136,373,0.0406318082788671,0.746062367084121
Network_513,053813867,2,0.001238637207970612,0.0,2,136,373,0.0406318082788671,0.746062367084121
Network_513,047013364,5,0.09461678681006833,0.00408249756508463,4,136,373,0.0406318082788671,0.746062367084121
Network_513,053344516,8,0.1536872683513081,0.009821924564691378,6,136,373,0.0406318082788671,0.746062367084121
Network_513,047008052,2,0.026725452001415496,0.0,2,136,373,0.0406318082788671,0.746062367084121
Network_513,052592864,3,0.10401035369471288,0.0,3,136,373,0.0406318082788671,0.746062367084121
Network_513,055566285,8,0.05121230177559836,0.028409839386024698,5,136,373,0.0406318082788671,0.746062367084121
Network_513,052610029,2,0.004222164413818406,0.0,2,136,373,0.0406318082788671,0.746062367084121
Network_513,052620092,5,0.12042135924070987,0.017585192423867756,3,136,373,0.0406318082788671,0.746062367084121
Network_513,052548372,2,0.006635321741790624,0.0,2,136,373,0.0406318082788671,0.746062367084121
