network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_389,0,9,0.3201336783460441,0.07681096681096682,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,1,3,0.01432616006652961,0.0,3,22,67,0.29004329004329005,0.37446821835150007
Network_389,2,5,0.12866881166433658,0.1686868686868687,3,22,67,0.29004329004329005,0.37446821835150007
Network_389,3,11,0.3573538928697542,0.12471620971620972,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,4,6,0.15572432194614408,0.11361712361712363,4,22,67,0.29004329004329005,0.37446821835150007
Network_389,5,6,0.1820057049110682,0.04078884078884079,4,22,67,0.29004329004329005,0.37446821835150007
Network_389,6,6,0.16187815078799173,0.0418085618085618,4,22,67,0.29004329004329005,0.37446821835150007
Network_389,7,5,0.17251470706889807,0.00741943241943242,4,22,67,0.29004329004329005,0.37446821835150007
Network_389,8,5,0.18328078492164535,0.011050986050986051,4,22,67,0.29004329004329005,0.37446821835150007
Network_389,9,4,0.07768462382956666,0.0313059163059163,3,22,67,0.29004329004329005,0.37446821835150007
Network_389,10,5,0.14327969415233258,0.011897546897546898,4,22,67,0.29004329004329005,0.37446821835150007
Network_389,11,7,0.26862117074128206,0.017364117364117363,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,12,7,0.2780528126615721,0.014533429533429535,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,13,5,0.18470070314964926,0.0047619047619047615,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,14,9,0.3003969244407574,0.12191678691678694,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,15,6,0.05856244577090091,0.1527777777777778,3,22,67,0.29004329004329005,0.37446821835150007
Network_389,16,3,0.014326160066529616,0.0,3,22,67,0.29004329004329005,0.37446821835150007
Network_389,17,5,0.2035226070578938,0.003968253968253968,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,18,11,0.3736127527608937,0.15246512746512747,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,19,4,0.030046071596770488,0.041269841269841276,3,22,67,0.29004329004329005,0.37446821835150007
Network_389,20,7,0.28988828140580675,0.010670995670995673,5,22,67,0.29004329004329005,0.37446821835150007
Network_389,21,5,0.19013105770360972,0.009312169312169313,5,22,67,0.29004329004329005,0.37446821835150007
