network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_907,1m,4,0.19572482706999264,0.10357142857142856,3,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,2f,3,0.10417802005400979,0.011904761904761906,3,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,3f,1,0.09881191549459799,0.0,1,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,5m,6,0.39514900063586644,0.1142857142857143,3,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,6f,4,0.124832009632469,0.026190476190476198,3,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,7m,1,0.06602437387693261,0.0,1,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,8f,1,0.09881191549459804,0.0,1,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,9f,4,0.28956176353409896,0.08571428571428572,3,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,10m,6,0.1996779068498273,0.29047619047619055,3,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,11m,7,0.4333574228531165,0.20039682539682546,3,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,12m,4,0.31027136985518156,0.1551587301587302,3,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,16m,2,0.05975748813565911,0.0,2,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,17f,1,0.0142279658123019,0.0,1,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,18f,3,0.15848212312378168,0.0380952380952381,3,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,19m,0,1.5517689862131867e-16,0.0,0,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,20f,3,0.06239930241205111,0.08571428571428572,2,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,21m,4,0.1735773065258282,0.08531746031746035,3,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,22f,2,0.07399307073938374,0.007539682539682541,2,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,23f,5,0.37539438295103744,0.08293650793650795,3,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,24f,0,-1.1102230246251565e-16,0.0,0,22,34,0.1471861471861472,-0.08261357691169108,female
Network_907,25m,5,0.33256655231054455,0.09563492063492066,3,22,34,0.1471861471861472,-0.08261357691169108,male
Network_907,27f,2,0.1659299320372268,0.002777777777777778,2,22,34,0.1471861471861472,-0.08261357691169108,female
