network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_685,539M,4,0.15787568751331324,0.020109915489389413,3,60,116,0.0655367231638418,0.47380548446372794,MALE,0.052680213,0.136265509,0.065159714,-0.026495483,0
Network_685,604F,11,0.30005245950828113,0.17600642328140692,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,0.175341937,1.733265509,-,-,-
Network_685,609F,3,0.09671401856319953,0.004906528051385674,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE, ,0.542265509,-,-,-
Network_685,615F,7,0.16118477970605757,0.06726646182410982,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,0.27426094,0.8202655090000001,-,-,-
Network_685,617F,10,0.3124768770228572,0.10693617575355678,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.264771386,0.391265509,-,-,-
Network_685,542M,4,0.1160887531379753,0.07042238413295361,3,60,116,0.0655367231638418,0.47380548446372794,MALE,0.371267698,-0.272734491,0.071159714,-0.078587589,0
Network_685,621F,5,0.15387461393530813,0.03880243462587693,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.200195756,-0.060734490999999995,-,-,-
Network_685,625F,3,0.024929171892099342,0.03908007602945928,2,60,116,0.0655367231638418,0.47380548446372794,FEMALE,0.219294018,0.434265509,-,-,-
Network_685,543M,3,0.08941347298394295,0.0060515007232565836,3,60,116,0.0655367231638418,0.47380548446372794,MALE,0.791431312,0.371265509,0.030159714,0.045165199,0
Network_685,610F,8,0.19686692666899294,0.10930857352762643,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.039063843,-0.35273449100000004,-,-,-
Network_685,613F,6,0.14222861674735562,0.03772904093299298,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.117341944,1.220265509,-,-,-
Network_685,544M,5,0.09881183506887939,0.031084508555413844,3,60,116,0.0655367231638418,0.47380548446372794,MALE,-0.683831665,0.22826550899999998,0.112159714,-0.160735489,0
Network_685,601F,2,0.04100853257624611,0.0010107809947743557,2,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.06540419,0.914265509,-,-,-
Network_685,607F,8,0.17153751594918992,0.11055132107511756,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.244846829,-0.162734491,-,-,-
Network_685,608F,3,0.061368797459507386,0.007909994045399342,2,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.119180661,1.6792655090000002,-,-,-
Network_685,618F,6,0.17090078377134618,0.04562079978787688,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,0.059206804,-0.485734491,-,-,-
Network_685,623F,3,0.09997123799974846,0.009079502641168592,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.137009616,1.313265509,-,-,-
Network_685,545M,2,0.041672073394463174,0.011007121541078094,2,60,116,0.0655367231638418,0.47380548446372794,MALE,0.886375577,-0.363734491,0.098159714,-0.037436571,0
Network_685,603F,3,0.03288691123558639,0.033735303270662716,2,60,116,0.0655367231638418,0.47380548446372794,FEMALE, ,1.492265509,-,-,-
Network_685,546M,1,1.3708852873024302e-17,0.0,1,60,116,0.0655367231638418,0.47380548446372794,MALE,-0.7995267009999999,-0.187734491,0.033159714,-0.041663572,0
Network_685,606F,1,3.0141396317392235e-19,0.0,1,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.064201123,-0.052734490999999994,-,-,-
Network_685,547M,4,0.12617771138135733,0.031844691782972,3,60,116,0.0655367231638418,0.47380548446372794,MALE,0.610634538,-0.073734491,-0.018840286,-0.182852222,0
Network_685,616F,4,0.06499838290580581,0.04203545919732323,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,-0.362578015,0.414265509,-,-,-
Network_685,619F,7,0.17673979585605254,0.046291939879927524,3,60,116,0.0655367231638418,0.47380548446372794,FEMALE,0.313267735,-0.439734491,-,-,-
Network_685,549M,1,4.26224663429212e-18,0.0,1,60,116,0.0655367231638418,0.47380548446372794,MALE, ,0.5612655089999999,0.134159714, ,0
