network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_679,211M,5,0.14470507671087782,0.04698024741891924,3,52,107,0.08069381598793364,0.3749577928089839,MALE,0.120947619,-0.032734491,0.099159714,0.13029228,1
Network_679,255F,5,0.18246536699973342,0.034585679231121394,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.5700739,0.16826550899999998,-,-,-
Network_679,263F,7,0.2752733093340814,0.05879454420955395,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.087876144,-0.363734491,-,-,-
Network_679,266F,4,0.10637670567960678,0.03844274114891773,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.26221858,0.067265509,-,-,-
Network_679,268F,5,0.11485115703232344,0.11911967656814516,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.0055975009999999995,-0.708734491,-,-,-
Network_679,270F,3,0.09035634859304216,0.01320620456031613,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.141131287,0.7282655090000001,-,-,-
Network_679,212M,6,0.13471700372983342,0.09845080054339647,3,52,107,0.08069381598793364,0.3749577928089839,MALE,1.317852925,0.894265509,0.105159714,1.134067612,0
Network_679,252F,4,0.09586195698955359,0.035377822679848875,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.72921804,0.5532655089999999,-,-,-
Network_679,258F,6,0.1479046823542758,0.08778732398484553,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.878995607,0.156265509,-,-,-
Network_679,271F,7,0.2305629035217635,0.10075714462779216,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.49069584899999996,0.005265509,-,-,-
Network_679,272F,4,0.08639561190588951,0.04907722677976232,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.027021126,0.142265509,-,-,-
Network_679,273F,5,0.05185919902935923,0.08676991938183705,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,2.062095949,0.247265509,-,-,-
Network_679,275F,3,0.103637057909242,0.01425519579484017,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.43016333100000004,0.908265509,-,-,-
Network_679,213M,1,1.2788129672234307e-17,0.0,1,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.9107702459999999,0.080265509,0.089159714,-0.107831618,0
Network_679,260F,1,4.470912841839698e-18,0.0,1,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.261839406,0.612265509,-,-,-
Network_679,214M,3,0.08718402927419858,0.007992115774083765,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.498476111,-1.518734491,-0.089840286,0.108045034,0
Network_679,253F,7,0.19313163187877727,0.09328893734791499,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.182197255,0.499265509,-,-,-
Network_679,262F,5,0.11325068203610913,0.03237668741826124,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.18155078800000002,1.334265509,-,-,-
Network_679,267F,5,0.157130581981799,0.03850130197662009,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.33858938299999997,-1.329734491,-,-,-
Network_679,215M,4,0.07368871732082757,0.0459105716017856,3,52,107,0.08069381598793364,0.3749577928089839,MALE,0.561135112,0.489265509,-0.014840286,-0.001082787,0
Network_679,259F,5,0.07875066060847302,0.0366937321831446,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.46262415700000004,0.641265509,-,-,-
Network_679,216M,2,0.032428156516534114,0.004868230242973784,2,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.8688059570000001,0.141265509,0.015159714,-0.349378967,1
Network_679,269F,3,0.09365326314569064,0.02304161840526919,2,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.43084169899999997,0.300265509,-,-,-
Network_679,217M,1,0.03632691559728725,0.0,1,52,107,0.08069381598793364,0.3749577928089839,MALE,0.48095899799999997,-0.810734491,-0.076840286,-0.161296745,0
Network_679,218M,3,0.04779430218436214,0.025826786045981272,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.853516873,-0.40573449100000003,0.083159714,0.00928741,1
Network_679,219M,7,0.22790039535141765,0.07210028786186012,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.9981803709999999,1.228265509,0.050159714,0.069833064,0
Network_679,254F,4,0.14970678834732706,0.021117837148884815,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.523139689,0.7322655090000001,-,-,-
Network_679,257F,5,0.19232182646886312,0.020402952093945277,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.187074457,0.625265509,-,-,-
Network_679,274F,6,0.23679405976479073,0.032785529105316256,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.190758465,0.791265509,-,-,-
Network_679,220M,2,0.0786085695216891,0.0016013313478047127,2,52,107,0.08069381598793364,0.3749577928089839,MALE,0.013486045,-1.154734491,-0.053840286,-0.256961226,0
Network_679,256F,6,0.1873586585420933,0.05391551627589036,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.14631839300000002,-0.461734491,-,-,-
Network_679,221M,4,0.10026122486099805,0.0255269246049918,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.536513342,-0.089734491,0.111159714,-0.181090365,0
Network_679,222M,5,0.11306159078747267,0.035303836935488685,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.268355042,0.431265509,0.101159714,0.192416336,0
Network_679,261F,3,0.06949336450505883,0.009165260122495657,3,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.846070278,0.149265509,-,-,-
Network_679,223M,8,0.2290422269771013,0.10921210999890377,3,52,107,0.08069381598793364,0.3749577928089839,MALE,1.161721535,0.26826550899999996,0.069159714,0.128572272,0
Network_679,265F,2,0.08368899746357258,0.003674403857237836,2,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.739672549,-0.936734491,-,-,-
Network_679,224M,1,0.009754408057116677,0.0,1,52,107,0.08069381598793364,0.3749577928089839,MALE,-1.320426219,0.7012655090000001,0.129159714,-0.233579992,0
Network_679,226M,1,0.009754408057116696,0.0,1,52,107,0.08069381598793364,0.3749577928089839,MALE,0.180803692,-0.632734491,0.073159714,-0.11270194,1
Network_679,227M,5,0.15716178969328287,0.03439068430568232,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.943826143,-0.493734491,0.099159714,-0.123261953,1
Network_679,228M,7,0.2599828795856889,0.09290478904408335,3,52,107,0.08069381598793364,0.3749577928089839,MALE,0.392960175,-0.18473449100000003,-0.000840286,0.223259825,0
Network_679,229M,6,0.16191893761775097,0.10405686796862337,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.0043924920000000004,-0.729734491,-0.169840286,-0.054662224,0
Network_679,264F,1,0.030455992750759758,0.0,1,52,107,0.08069381598793364,0.3749577928089839,FEMALE,-0.626916636,-0.826734491,-,-,-
Network_679,230M,7,0.23643612039491732,0.07147877479687599,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.053967349000000005,0.162265509,0.079159714,-0.013590919,1
Network_679,232M,1,0.021602822112447857,0.0,1,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.43123992899999997,-1.331734491,0.066159714,0.26528888,0
Network_679,233M,3,0.0793115505744936,0.0136218862989116,3,52,107,0.08069381598793364,0.3749577928089839,MALE,0.10243922300000001,0.620265509,0.130159714,0.086520218,0
Network_679,234M,5,0.09923729821807076,0.04021886297021708,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.005565046999999999,-0.8947344909999999,0.039159714,-0.142211668,0
Network_679,235M,7,0.21588937221558235,0.06055983468965864,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.196771945,-0.724734491,0.061159714,-0.14082883,0
Network_679,237M,5,0.19020572524405066,0.015331483280534849,3,52,107,0.08069381598793364,0.3749577928089839,MALE,1.31276482,0.12426550900000001,0.107159714,0.275499292,0
Network_679,238M,1,0.016250502681254983,0.0,1,52,107,0.08069381598793364,0.3749577928089839,MALE,-1.149030083,-1.2357344909999999,0.046159714,-0.132096889,0
Network_679,239M,5,0.18722600401588246,0.020722397798635408,3,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.18707131899999999,0.011265508999999998,0.092159714,-0.101869231,0
Network_679,240M,2,0.022395148606299917,0.03764705882352941,1,52,107,0.08069381598793364,0.3749577928089839,MALE,-0.47430182299999996,-0.34073449100000003,-0.119840286,-0.203362326,1
Network_679,251F,1,0.004212394755305502,0.0,1,52,107,0.08069381598793364,0.3749577928089839,FEMALE,0.640614279,-0.142734491,-,-,-
