network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_388,0,6,0.13048235956752138,0.021832454984628897,5,24,100,0.36231884057971014,0.09996274875012252
Network_388,1,4,0.05827053281950775,0.005612163418487528,3,24,100,0.36231884057971014,0.09996274875012252
Network_388,2,11,0.23278263144954564,0.06006088385767529,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,3,12,0.2783914017503028,0.031468507273552604,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,4,11,0.24675723734491903,0.06923612180529175,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,5,2,0.026170124401348326,0.0,2,24,100,0.36231884057971014,0.09996274875012252
Network_388,6,13,0.3038608271281786,0.027321446604752803,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,7,14,0.31558245851727773,0.04313458764749161,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,8,8,0.13767705989757137,0.045579763825520626,5,24,100,0.36231884057971014,0.09996274875012252
Network_388,9,12,0.2623807522349806,0.07653512656709588,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,10,10,0.2438747385740055,0.011627879083122048,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,11,14,0.3149699118425691,0.04289409859044828,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,12,2,0.03842656433738545,0.000564652738565782,2,24,100,0.36231884057971014,0.09996274875012252
Network_388,13,7,0.16615750263956852,0.025628960411569104,6,24,100,0.36231884057971014,0.09996274875012252
Network_388,14,11,0.23847032752173897,0.03335372357111487,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,15,16,0.30635924172275736,0.180921850115061,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,16,3,0.06867644200265452,0.0006277609858172518,3,24,100,0.36231884057971014,0.09996274875012252
Network_388,17,11,0.24905223926422512,0.019912220487668057,8,24,100,0.36231884057971014,0.09996274875012252
Network_388,18,12,0.21723774603148838,0.15697302516646855,7,24,100,0.36231884057971014,0.09996274875012252
Network_388,19,4,0.06397475107513506,0.012389422172030871,3,24,100,0.36231884057971014,0.09996274875012252
Network_388,20,2,0.03656052492103204,0.0,2,24,100,0.36231884057971014,0.09996274875012252
Network_388,21,3,0.03845174672931945,0.0,3,24,100,0.36231884057971014,0.09996274875012252
Network_388,22,8,0.1931368787472268,0.007215376269084708,7,24,100,0.36231884057971014,0.09996274875012252
Network_388,23,4,0.09978761112480794,0.0006277609858172518,4,24,100,0.36231884057971014,0.09996274875012252
