network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_419,0,4,0.3155335037951902,0.05982905982905983,3,14,23,0.25274725274725274,0.5719827871904599
Network_419,1,4,0.28246481959421155,0.03205128205128205,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,2,2,0.1872586813638118,0.0,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,3,2,0.2123434318435193,0.04273504273504273,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,4,2,0.04958835218240559,0.0,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,6,2,0.049588352182405454,0.0,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,7,7,0.43001907294177405,0.6239316239316238,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,8,3,0.2762244874997453,0.004273504273504273,3,14,23,0.25274725274725274,0.5719827871904599
Network_419,9,3,0.1390859561596662,0.28205128205128205,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,11,4,0.357540913025831,0.21367521367521364,3,14,23,0.25274725274725274,0.5719827871904599
Network_419,12,5,0.3779075543978001,0.05341880341880341,3,14,23,0.25274725274725274,0.5719827871904599
Network_419,13,2,0.18725868136381166,0.0,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,14,3,0.2701888198073363,0.10683760683760682,2,14,23,0.25274725274725274,0.5719827871904599
Network_419,16,3,0.2762244874997447,0.004273504273504273,3,14,23,0.25274725274725274,0.5719827871904599
