network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_683,461M,4,0.050859559064824277,0.021751656786642887,3,61,139,0.07595628415300547,0.42654963702750465,MALE,-0.394165282,-0.419734491,0.012159714,-0.302986185,0
Network_683,505F,9,0.13980178596062118,0.12362967270758587,3,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.081077165,0.246265509,-,-,-
Network_683,508F,2,0.041833543761177906,0.0070617422381547895,2,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.044429773,-1.3487344909999999,-,-,-
Network_683,509F,3,0.05687839192254063,0.014311112493530613,3,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.39574918,0.588265509,-,-,-
Network_683,537F,3,0.0684356320832569,0.011359920609809764,3,61,139,0.07595628415300547,0.42654963702750465,FEMALE,1.762547778,-0.13673449099999999,-,-,-
Network_683,463M,9,0.264299712417865,0.08135658064878189,4,61,139,0.07595628415300547,0.42654963702750465,MALE,-0.05438845900000001,0.219265509,0.098159714,0.233805079,0
Network_683,503F,8,0.19125656027058718,0.0920638770233809,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.205471088,1.2742655090000001,-,-,-
Network_683,504F,7,0.21409125369052903,0.040960933618687835,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,0.176121702,0.038265508999999996,-,-,-
Network_683,517F,5,0.14106264148679662,0.023443634756280314,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.48291596200000003,1.759265509,-,-,-
Network_683,519F,7,0.19829382393009484,0.046097828328547454,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.08895736,1.327265509,-,-,-
Network_683,520F,7,0.166384537137201,0.052659074142559575,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,0.8823088379999999,0.412265509,-,-,-
Network_683,527F,6,0.1783182995981377,0.03467719298748916,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.561525575,0.8692655090000001,-,-,-
Network_683,529F,8,0.24131587794821657,0.07917027237908211,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.030162927000000003,0.480265509,-,-,-
Network_683,533F,4,0.12458590140648068,0.01006328275765321,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,-0.22684515600000002,0.763265509,-,-,-
Network_683,464M,5,0.14849019640777522,0.017368533378062545,4,61,139,0.07595628415300547,0.42654963702750465,MALE,-0.79840627,0.046265509,0.136159714,-0.294021086,0
Network_683,513F,9,0.1922782169401178,0.11405226769830475,4,61,139,0.07595628415300547,0.42654963702750465,FEMALE,0.412418977,0.576265509,-,-,-
