network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_701,G15M,11,0.3160835429352553,0.12866305654466287,5,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,10.0,11.0,3.9090909089999997,0.23255814,5.435294118,5.02866843,6.0,1.0,3.6363636360000005,2.127659574,1.641791045,0.8911389409999999,1.826137814,0.9260424,0.664336991,-0.49105538600000004,-0.948683298,-3.5081802210000004
Network_701,B35,7,0.23215586280450257,0.1152085191512793,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,12M,7,0.2118500752748749,0.04519847208971457,5,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,0.0,5.0,5.0,0.0,7.74431469,10.31161473,28.22222222,6.0,1.4,0.0,0.7246376809999999,1.1108466240000001,0.0,1.190481831,0.90758255,1.3978760609999998,1.12652774,-4.653051829
Network_701,D12M,10,0.28963796726290725,0.09234124815744067,5,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,4.0,3.0,3.0,0.444444444,3.698630137,3.092694196,15.55555556,1.0,7.666666667,0.7142857140000001,0.625,0.628904182,2.191262138,0.7694977140000001,0.543863075,0.430702816,-0.883042606,0.349970354
Network_701,G14M,10,0.2873260584698542,0.13844614133278732,5,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,18.0,10.0,4.1,0.43902439,5.153374233,6.376593662,4.666666667,1.0,1.7,3.829787234,1.4925373130000001,0.93465968,3.447391873,0.878010084,0.62987891,-0.609381985,-0.948683298,-5.002759209
Network_701,33M,1,0.03208582946330703,0.0,1,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,0.0,1.0,5.0,0.0,7.0,18.0,3.222222222,6.0,1.0,0.0,0.149253731,1.1398288779999999,0.0,1.192630364,0.855585519,-0.737569134,0.948683298,-5.5430530220000005
Network_701,D14M,9,0.2696657720497091,0.0791305979201117,5,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,3.0,6.0,5.333333333,0.09375,7.785787847999999,4.399677679,17.77777778,1.0,5.833333333,0.638297872,0.869565217,1.184903065,0.690372401,1.196857223,0.912442931,0.46925168100000003,-0.8851289379999999,-1.76102776
Network_701,45M,9,0.2731061336636556,0.0813150388712664,5,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,4.0,9.0,4.0,0.111111111,5.90625,4.117996634,15.0,6.0,4.222222222,0.85106383,1.343283582,0.911863102,0.872488067,1.0062818690000002,0.721900282,0.30764915800000003,0.948683298,-3.055986265
Network_701,B39,4,0.1606964455444175,0.007252110962940457,4,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,B67,7,0.2413477245491366,0.050969028483217174,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,3906M,3,0.0985932138694215,0.002857142857142858,3,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,0.0,1.0,5.0,0.0,5.0,9.0,8.666666667000001,5.0,1.0,0.0,0.15625,1.4841323130000001,0.0,0.907489887,0.7133319220000001,-0.400785712,0.948683298,-6.325648366
Network_701,C22,7,0.25166298060033443,0.0376259145747032,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D1M,6,0.17322887729690986,0.036810206988778425,5,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,4.0,6.0,3.833333333,0.17391304300000002,4.846153846,7.688518869,3.5555555560000003,1.0,1.0,0.85106383,0.895522388,0.8738688059999999,1.3656334959999998,0.825667175,0.5923284360000001,-0.707987485,-0.948683298,-5.5430530220000005
Network_701,31M,1,0.026445575672348055,0.0,1,22,67,0.29004329004329005,0.016055226824457564,MALE,3.0,0.0,1.0,8.0,0.0,6.0,13.0,7.777777778,6.0,1.0,0.0,0.149253731,1.823726204,0.0,1.022254598,0.733359016,-0.33328658699999997,0.948683298,-5.5430530220000005
Network_701,D31,6,0.1913460097578823,0.10870130438299853,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D33,7,0.23600996069936866,0.05357644073200899,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D34,7,0.2516629806003345,0.0376259145747032,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D37,2,0.06365243999864298,0.001944690919846199,2,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D41,7,0.23600996069936875,0.05357644073200899,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D45,3,0.12146113205133924,0.002691798941798942,3,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D52,4,0.1502650504630497,0.007208358197080005,4,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
Network_701,D53,6,0.21439297643350375,0.02838138310931979,5,22,67,0.29004329004329005,0.016055226824457564,FEMALE,,,,,,,,,,,,,,,,,,,
