network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_96,Ant621,105,0.09727758646296182,0.0026136931332372084,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,621.0,146.0,64.0,0.0,F,F,F,F,75.4545,0.181818,1.63636,125.72726999999999,228.0,225.45455,1.273
Network_96,Ant124,102,0.09417776774284393,0.0029488619967350917,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,124.0,165.747,64.0,0.0,C,C,F,F,181.273,0.181818,0.909091,409.72727000000003,291.0,168.09091,12.27
Network_96,Ant118,122,0.10952344597009413,0.005297668687872459,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,118.0,197.773,169.0,0.0,C,C, , ,36.1818,1.72727,0.909091,146.81818,205.09091,210.27272999999997,1.182
Network_96,Ant229,119,0.10637277411866278,0.005618060765466774,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,229.0,177.553,162.0,0.0,C,N,C,C,257.63599999999997,1.54545,1.63636,309.09091,262.63636,225.81817999999998,2.455
Network_96,Ant227,125,0.11287513863726333,0.005309521038305558,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,227.0,185.607,162.0,0.0,C,C,C,C,154.545,0.909091,1.09091,366.54545,434.27272999999997,402.90909,5.545
Network_96,Ant117,85,0.07485644489894677,0.0031230517134335565,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,117.0,142.622,64.0,18.0,F,F,F,F,32.0,87.6364,1.72727,100.90909,216.36364,353.90909,1.182
Network_96,Ant111,101,0.09417580247285529,0.0025550955031321274,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,111.0,155.27100000000002,50.0,0.0,C,C,C,F,14.3636,0.0,0.363636,110.72726999999999,114.45455,87.545455,1.364
Network_96,Ant221,90,0.08079687678546207,0.0028709358802103987,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,221.0,138.08,50.0,0.0,F,F, , ,24.7273,2.0,0.636364,53.909091000000004,124.0,237.18182000000002,0.3636
Network_96,Ant220,106,0.09707403135155261,0.0035062041409149687,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,220.0,149.40200000000002,14.0,0.0,C,N,N,N,104.455,1.45455,0.272727,207.36364,184.0,173.18182,0.9091
Network_96,Ant194,113,0.10257163991133679,0.004524684734708283,68,141,6403,0.6487335359675785,0.31125716991492913,21.0,194.0,159.327,71.0,0.0,C,C,F,F,48.0,1.36364,0.272727,147.54545,254.09091,267.72727000000003,0.8182
