network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX
Network_690,37M,3,0.6532814824381884,0.05494505494505495,1,15,10,0.09523809523809523,0.6944444444444444,MALE
Network_690,M,1,0.3535533905932738,0.0,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
Network_690,5M,1,2.2204460492503136e-16,0.0,1,15,10,0.09523809523809523,0.6944444444444444,MALE
Network_690,N,2,2.775557561562892e-16,0.02197802197802198,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
Network_690,40M,2,3.8857805861880484e-16,0.02197802197802198,1,15,10,0.09523809523809523,0.6944444444444444,MALE
Network_690,28M,1,0.2705980500730988,0.0,1,15,10,0.09523809523809523,0.6944444444444444,MALE
Network_690,O,2,0.49999999999999983,0.03296703296703297,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
Network_690,45M,1,-1.387778780781446e-16,0.0,1,15,10,0.09523809523809523,0.6944444444444444,MALE
Network_690,P,1,1.1102230246251568e-16,0.0,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
Network_690,Q,1,1.665334536937735e-16,0.0,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
Network_690,14M,1,1.665334536937735e-16,0.0,1,15,10,0.09523809523809523,0.6944444444444444,MALE
Network_690,R,1,-2.2204460492503136e-16,0.0,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
Network_690,31M,1,-5.551115123125784e-17,0.0,1,15,10,0.09523809523809523,0.6944444444444444,MALE
Network_690,S,1,-1.1102230246251568e-16,0.0,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
Network_690,T,1,0.3535533905932738,0.0,1,15,10,0.09523809523809523,0.6944444444444444,FEMALE
