time,infector,infectee,run_id
0.0,,by,1
0.1956755956428546,by,il,1
0.25664734176107257,il,bz,1
0.31232055674024095,il,zb,1
0.318613619626502,il,oh,1
0.3361562064811838,bz,mw,1
0.37645174784510044,oh,oo,1
0.3904597402382931,oo,vd,1
0.40590790537839416,vd,ks,1
0.43627657152685484,vd,sq,1
0.5105377226590413,bz,dv,1
0.5247955323508858,mw,xt,1
0.5824329939721326,by,qr,1
2.005952003037014,xt,gv,1
2.5344046310577752,dv,qa,1
0.0,,gv,2
0.3451942683554965,gv,mw,2
0.5288633384141203,mw,qr,2
0.5328923026177474,mw,zb,2
0.7107623240465415,qr,by,2
0.836315756367529,qr,bz,2
0.8439092514219334,bz,il,2
0.8486844312499757,by,xt,2
0.8938680200324199,qr,dv,2
0.9180306422329,zb,oh,2
0.9474736853211185,mw,ks,2
1.1970178895738335,zb,qa,2
1.3265394097135124,oh,oo,2
1.3583433711435555,bz,vd,2
1.8938466937534886,il,sq,2
