network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_1003_full,by,15,0.24999999999999994,0.0,15,16,120,1.0,0.0,M
Network_1003_full,bz,15,0.25000000000000006,0.0,15,16,120,1.0,0.0,M
Network_1003_full,dc,15,0.24999999999999994,0.0,15,16,120,1.0,0.0,M
Network_1003_full,dv,15,0.24999999999999997,0.0,15,16,120,1.0,0.0,F
Network_1003_full,gv,15,0.25000000000000006,0.0,15,16,120,1.0,0.0,M
Network_1003_full,il,15,0.25000000000000006,0.0,15,16,120,1.0,0.0,F
Network_1003_full,ks,15,0.24999999999999992,0.0,15,16,120,1.0,0.0,F
Network_1003_full,mw,15,0.25,0.0,15,16,120,1.0,0.0,F
Network_1003_full,oh,15,0.25,0.0,15,16,120,1.0,0.0,F
Network_1003_full,oo,15,0.25,0.0,15,16,120,1.0,0.0,M
Network_1003_full,qa,15,0.25000000000000006,0.0,15,16,120,1.0,0.0,M
Network_1003_full,qr,15,0.25000000000000006,0.0,15,16,120,1.0,0.0,M
Network_1003_full,sq,15,0.25000000000000006,0.0,15,16,120,1.0,0.0,M
Network_1003_full,vd,15,0.2500000000000001,0.0,15,16,120,1.0,0.0,F
Network_1003_full,xt,15,0.25000000000000006,0.0,15,16,120,1.0,0.0,F
Network_1003_full,zb,15,0.25,0.0,15,16,120,1.0,0.0,F
