t,S,I,R,run_id
0.0,14,1,0,1
0.03192526305361476,13,2,0,1
0.19682160159361095,12,3,0,1
0.3365699881030555,11,4,0,1
0.34609476605323425,10,5,0,1
0.3606983047414579,9,6,0,1
0.39163855498592465,8,7,0,1
0.41626493428456435,7,8,0,1
0.4207472865829368,6,9,0,1
0.48542996855883924,5,10,0,1
0.556373039337086,4,11,0,1
0.7353760588679559,3,12,0,1
0.8891361040242367,2,13,0,1
0.9024210462120285,1,14,0,1
0.9599263295995819,0,15,0,1
1.2999956244760427,0,14,1,1
1.5648352111797568,0,13,2,1
2.083730635994749,0,12,3,1
2.4820262861388454,0,11,4,1
2.7714646265179796,0,10,5,1
3.341893727138623,0,9,6,1
4.187768665946161,0,8,7,1
5.267001376838573,0,7,8,1
5.700133295212821,0,6,9,1
9.597839029759633,0,5,10,1
9.791801848573556,0,4,11,1
10.829822302385018,0,3,12,1
12.754208885207248,0,2,13,1
24.875020869570662,0,1,14,1
35.61530629748019,0,0,15,1
0.0,14,1,0,2
0.1681659693520426,13,2,0,2
0.3299619461919291,12,3,0,2
0.3772690134930573,11,4,0,2
0.39707444962811533,10,5,0,2
0.4316542259884516,9,6,0,2
0.49766926125447064,8,7,0,2
0.5588797062232511,7,8,0,2
0.6305053408788164,6,9,0,2
0.8156118967543537,5,10,0,2
0.8418092540266194,4,11,0,2
0.8856815820115347,4,10,1,2
0.9247518489684519,3,11,1,2
1.0182188933913126,3,10,2,2
1.1343610043593584,2,11,2,2
1.1963020950153858,1,12,2,2
1.2944466648507362,0,13,2,2
2.7659668217176003,0,12,3,2
5.094867357690023,0,11,4,2
6.133720109837554,0,10,5,2
6.787887334115725,0,9,6,2
6.8235331221661815,0,8,7,2
10.344484137317076,0,7,8,2
13.87902346456817,0,6,9,2
14.4603292738673,0,5,10,2
20.329687611142926,0,4,11,2
26.162046138014382,0,3,12,2
29.18115691649909,0,2,13,2
37.57478105465942,0,1,14,2
53.41510897808251,0,0,15,2
