time,infector,infectee,run_id
0.0,,gv,1
0.40805743891699314,gv,qa,1
0.5924847370610045,qa,xt,1
0.906362545858753,gv,mw,1
1.1984354268818527,qa,by,1
1.3970980839059752,qa,zb,1
1.5060652706274118,zb,oh,1
1.8231529903935857,oh,oo,1
1.9958998503780851,zb,dv,1
2.1712851713097465,zb,vd,1
0.0,,oo,2
0.33165349163110497,oo,mw,2
0.7574967272806242,mw,bz,2
0.7710805318920532,mw,ks,2
0.9857179337986294,oo,by,2
0.9950331094479251,oo,gv,2
0.9957773986974644,bz,oh,2
1.090571692620089,by,dv,2
1.157864197383896,gv,qa,2
1.236230781679916,qa,sq,2
1.6041228307918258,qa,xt,2
2.6914877146590315,qa,zb,2
2.715083231351487,bz,vd,2
2.742911583317711,sq,il,2
4.611325286603362,sq,qr,2
