time,infector,infectee,run_id
0.0,,zb,1
0.09416487875495969,zb,il,1
0.3061742219788389,zb,sq,1
0.5333091022633598,il,xt,1
0.5869680255773599,zb,qa,1
0.7441418414386487,il,dv,1
0.8828279765295464,il,ks,1
0.9623468471192058,ks,oo,1
1.249755328743082,dv,by,1
1.2780522420183653,by,oh,1
1.3807126011956912,dv,qr,1
1.4808835066483361,qr,mw,1
1.5953265027439392,dv,vd,1
1.799436665455695,dv,gv,1
2.0898064805712493,ks,bz,1
0.0,,il,2
0.20586521057114837,il,ks,2
0.29495896544217076,il,zb,2
0.4510870302184459,zb,dv,2
0.7426262570727103,dv,by,2
0.7733351601400626,dv,vd,2
0.7840559029516948,dv,gv,2
1.0704646563126605,by,xt,2
1.0717713263185389,dv,oh,2
1.2047361366699934,dv,mw,2
1.2343599550280238,mw,oo,2
1.4673760255199333,oh,qr,2
1.7269823062584964,vd,sq,2
2.6163825817933417,mw,bz,2
3.1579167783785977,oh,qa,2
