network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_1005_strong,by,3,0.27110009496577436,0.04242424242424242,2,12,18,0.2727272727272727,0.19846509036285076,M
Network_1005_strong,bz,3,0.2596760486773611,0.06969696969696969,2,12,18,0.2727272727272727,0.19846509036285076,M
Network_1005_strong,ks,1,0.12033272360416147,0.0,1,12,18,0.2727272727272727,0.19846509036285076,F
Network_1005_strong,mw,5,0.4310108538190999,0.25151515151515147,2,12,18,0.2727272727272727,0.19846509036285076,F
Network_1005_strong,oh,2,0.21442486109771886,0.0,2,12,18,0.2727272727272727,0.19846509036285076,F
Network_1005_strong,oo,3,0.3168576008258924,0.0606060606060606,2,12,18,0.2727272727272727,0.19846509036285076,M
Network_1005_strong,qa,4,0.3500070181994346,0.22727272727272727,2,12,18,0.2727272727272727,0.19846509036285076,M
Network_1005_strong,qr,1,0.09771748763938676,0.0,1,12,18,0.2727272727272727,0.19846509036285076,M
Network_1005_strong,sq,6,0.49693240437153247,0.3515151515151515,2,12,18,0.2727272727272727,0.19846509036285076,M
Network_1005_strong,vd,2,0.1965248772217304,0.02424242424242424,2,12,18,0.2727272727272727,0.19846509036285076,F
Network_1005_strong,xt,3,0.22800342164169682,0.08484848484848484,2,12,18,0.2727272727272727,0.19846509036285076,F
Network_1005_strong,zb,3,0.20698547092454717,0.05151515151515151,2,12,18,0.2727272727272727,0.19846509036285076,F
