t,S,I,R,run_id
0.0,14,1,0,1
0.09416487875495969,13,2,0,1
0.3061742219788389,12,3,0,1
0.333768120114986,12,2,1,1
0.5333091022633598,11,3,1,1
0.5869680255773599,10,4,1,1
0.6077931593966651,10,3,2,1
0.7441418414386487,9,4,2,1
0.8828279765295464,8,5,2,1
0.9381003111351769,8,4,3,1
0.9494940463067201,8,3,4,1
0.9623468471192058,7,4,4,1
1.0006140827040635,7,3,5,1
1.249755328743082,6,4,5,1
1.2780522420183653,5,5,5,1
1.3807126011956912,4,6,5,1
1.4808835066483361,3,7,5,1
1.5953265027439392,2,8,5,1
1.799436665455695,1,9,5,1
2.062819713652596,1,8,6,1
2.0898064805712493,0,9,6,1
2.28526015282946,0,8,7,1
2.5119606693996985,0,7,8,1
2.735757449937214,0,6,9,1
2.738707756756189,0,5,10,1
3.878088246054911,0,4,11,1
4.39966114277029,0,3,12,1
5.0020569523538585,0,2,13,1
10.50556366954079,0,1,14,1
10.705839626614955,0,0,15,1
0.0,14,1,0,2
0.20586521057114837,13,2,0,2
0.25224800480635257,13,1,1,2
0.29495896544217076,12,2,1,2
0.4510870302184459,11,3,1,2
0.5745860713165595,11,2,2,2
0.7157965597463659,11,1,3,2
0.7426262570727103,10,2,3,2
0.7733351601400626,9,3,3,2
0.7840559029516948,8,4,3,2
1.0704646563126605,7,5,3,2
1.0717713263185389,6,6,3,2
1.2047361366699934,5,7,3,2
1.2343599550280238,4,8,3,2
1.3091666910765678,4,7,4,2
1.460847884390967,4,6,5,2
1.4625513625821744,4,5,6,2
1.4673760255199333,3,6,6,2
1.6634677303362864,3,5,7,2
1.7269823062584964,2,6,7,2
2.0449555668003554,2,5,8,2
2.6163825817933417,1,6,8,2
2.6358418934060674,1,5,9,2
2.752937967930285,1,4,10,2
2.9884627377165685,1,3,11,2
3.1579167783785977,0,4,11,2
4.303316770850378,0,3,12,2
5.039840300169187,0,2,13,2
5.621725586958493,0,1,14,2
11.361054575109517,0,0,15,2
