t,S,I,R,run_id
0.0,11,1,0,1
0.19047899011957636,10,2,0,1
0.3067819909442701,9,3,0,1
0.4112428862751365,9,2,1,1
0.6965858747432806,9,1,2,1
0.7089401430731881,8,2,2,1
0.9819020015417886,7,3,2,1
1.032759846059629,6,4,2,1
1.216105870941203,5,5,2,1
1.6481214309040026,4,6,2,1
2.024981399128577,3,7,2,1
2.1086096601793987,2,8,2,1
3.6059948117459726,1,9,2,1
4.549245442573607,1,8,3,1
4.590499057189769,1,7,4,1
4.976013730293008,0,8,4,1
7.818552550831601,0,7,5,1
9.983705057454793,0,6,6,1
12.97855185577192,0,5,7,1
15.631865404556557,0,4,8,1
20.18402977861398,0,3,9,1
24.73649961974057,0,2,10,1
28.086119748576337,0,1,11,1
29.584634869440276,0,0,12,1
0.0,11,1,0,2
0.3839528004512287,10,2,0,2
0.48911617816732794,10,1,1,2
0.6654761385680146,9,2,1,2
1.5142114820793329,8,3,1,2
1.5584743148815172,7,4,1,2
1.5980531206885826,6,5,1,2
1.6956418555047974,5,6,1,2
1.8041861193531055,4,7,1,2
1.934476637130309,3,8,1,2
2.4404039513978173,2,9,1,2
2.4801161197269432,1,10,1,2
2.974884391000418,1,9,2,2
3.5283161847710502,1,8,3,2
9.599608738586738,1,7,4,2
9.94107984910246,1,6,5,2
11.55787308760938,1,5,6,2
12.788065878436445,1,4,7,2
22.4161008753519,1,3,8,2
24.407871669652135,1,2,9,2
29.418787488755324,1,1,10,2
31.833165902711052,1,0,11,2
