t,S,I,R,run_id
0.0,14,1,0,1
0.3538228173169844,13,2,0,1
1.0315971483461097,12,3,0,1
1.460881750267215,11,4,0,1
1.8821935565501375,11,3,1,1
3.0024749082742415,10,4,1,1
3.358802546774359,10,3,2,1
5.783395827024867,9,4,2,1
5.854565840793551,9,3,3,1
5.94117703639847,9,2,4,1
5.951732282133684,9,1,5,1
6.224794613199773,8,2,5,1
6.549209873391374,8,1,6,1
7.0490024193913605,7,2,6,1
7.188798613749197,7,1,7,1
8.398694677463977,7,0,8,1
0.0,14,1,0,2
0.9352269182089846,13,2,0,2
2.166496974504164,12,3,0,2
2.5083811598873886,11,4,0,2
2.7540966137850735,10,5,0,2
3.044035424278873,10,4,1,2
3.528037731044268,10,3,2,2
4.1244375576391334,9,4,2,2
4.75303762447659,9,3,3,2
4.774513342538107,9,2,4,2
4.879946110641312,8,3,4,2
4.98030009902164,8,2,5,2
6.217846215663967,7,3,5,2
6.322291028343855,7,2,6,2
7.2614252225362925,6,3,6,2
7.461220077021992,6,2,7,2
8.14827899745845,6,1,8,2
8.374749081747005,5,2,8,2
8.748654555274346,4,3,8,2
9.825997122088262,4,2,9,2
10.090246714523246,4,1,10,2
10.59250408499077,4,0,11,2
