time,infector,infectee,run_id
0.0,,qr,1
0.3538228173169844,qr,ks,1
1.0315971483461097,ks,qa,1
1.460881750267215,qa,oh,1
3.0024749082742415,qa,mw,1
5.783395827024867,mw,zb,1
6.224794613199773,zb,sq,1
7.0490024193913605,sq,vd,1
0.0,,ks,2
0.9352269182089846,ks,qa,2
2.166496974504164,qa,xt,2
2.5083811598873886,xt,oo,2
2.7540966137850735,oo,mw,2
4.1244375576391334,mw,dv,2
4.879946110641312,mw,qr,2
6.217846215663967,xt,by,2
7.2614252225362925,xt,bz,2
8.374749081747005,mw,zb,2
8.748654555274346,mw,oh,2
