network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_1003_strong,by,7,0.23137746971413065,0.004513343799058085,7,15,60,0.5714285714285714,0.08746724025988062,M
Network_1003_strong,bz,11,0.3250230348999592,0.06763474620617478,7,15,60,0.5714285714285714,0.08746724025988062,M
Network_1003_strong,dv,8,0.24489048672001348,0.02073521716378859,7,15,60,0.5714285714285714,0.08746724025988062,F
Network_1003_strong,gv,2,0.0698847852286198,0.0,2,15,60,0.5714285714285714,0.08746724025988062,M
Network_1003_strong,il,12,0.3436534893683789,0.10069335426478285,7,15,60,0.5714285714285714,0.08746724025988062,F
Network_1003_strong,ks,8,0.2635730304864778,0.010832025117739404,7,15,60,0.5714285714285714,0.08746724025988062,F
Network_1003_strong,mw,10,0.2979862055492072,0.07722396650968079,7,15,60,0.5714285714285714,0.08746724025988062,F
Network_1003_strong,oh,9,0.27065677020634527,0.034850863422292,7,15,60,0.5714285714285714,0.08746724025988062,F
Network_1003_strong,oo,9,0.28201156621298845,0.028322867608581895,7,15,60,0.5714285714285714,0.08746724025988062,M
Network_1003_strong,qa,4,0.133720408576491,0.0,4,15,60,0.5714285714285714,0.08746724025988062,M
Network_1003_strong,qr,7,0.22001627829716064,0.011263736263736264,7,15,60,0.5714285714285714,0.08746724025988062,M
Network_1003_strong,sq,4,0.1318212433071494,0.0,4,15,60,0.5714285714285714,0.08746724025988062,M
Network_1003_strong,vd,7,0.22195069215679586,0.009811616954474097,6,15,60,0.5714285714285714,0.08746724025988062,F
Network_1003_strong,xt,11,0.323686048629657,0.09242543171114599,7,15,60,0.5714285714285714,0.08746724025988062,F
Network_1003_strong,zb,11,0.33033239110440543,0.05817634746206175,7,15,60,0.5714285714285714,0.08746724025988062,F
