network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,sex
Network_1005_full,by,9,0.36948236998093026,0.20240711669283099,4,15,38,0.3619047619047619,0.09328394006462908,M
Network_1005_full,bz,5,0.21792353279011067,0.039194139194139194,4,15,38,0.3619047619047619,0.09328394006462908,M
Network_1005_full,dv,2,0.10991414889094933,0.0021978021978021982,2,15,38,0.3619047619047619,0.09328394006462908,F
Network_1005_full,gv,4,0.23412553686937654,0.0018315018315018315,4,15,38,0.3619047619047619,0.09328394006462908,M
Network_1005_full,il,2,0.09399425009147794,0.0,2,15,38,0.3619047619047619,0.09328394006462908,F
Network_1005_full,ks,2,0.11407931289723963,0.0018315018315018315,2,15,38,0.3619047619047619,0.09328394006462908,F
Network_1005_full,mw,7,0.32021780956085555,0.08647305075876506,4,15,38,0.3619047619047619,0.09328394006462908,F
Network_1005_full,oh,5,0.2637273602158453,0.015122972265829407,4,15,38,0.3619047619047619,0.09328394006462908,F
Network_1005_full,oo,7,0.36296768654575523,0.025824175824175826,4,15,38,0.3619047619047619,0.09328394006462908,M
Network_1005_full,qa,8,0.36280721623155154,0.12650444793301938,4,15,38,0.3619047619047619,0.09328394006462908,M
Network_1005_full,qr,2,0.11774119921588314,0.0,2,15,38,0.3619047619047619,0.09328394006462908,M
Network_1005_full,sq,8,0.34903197859081303,0.15884353741496599,4,15,38,0.3619047619047619,0.09328394006462908,M
Network_1005_full,vd,5,0.21923802161845773,0.05944531658817373,4,15,38,0.3619047619047619,0.09328394006462908,F
Network_1005_full,xt,3,0.1448555200061971,0.007980115122972265,3,15,38,0.3619047619047619,0.09328394006462908,F
Network_1005_full,zb,7,0.2950360803761164,0.09652014652014652,4,15,38,0.3619047619047619,0.09328394006462908,F
