t,S,I,R,run_id
0.0,15,1,0,1
0.003973310842114208,14,2,0,1
0.028410419017236174,13,3,0,1
0.047435946894799796,12,4,0,1
0.09862739875679638,11,5,0,1
0.12061604287976713,10,6,0,1
0.1232374515645137,9,7,0,1
0.1267681276466707,8,8,0,1
0.13151125640008707,7,9,0,1
0.13378915671557026,6,10,0,1
0.14469258547808517,5,11,0,1
0.1753780201281804,4,12,0,1
0.21102704684676277,3,13,0,1
0.2523304235522128,2,14,0,1
0.25776038194178846,2,13,1,1
0.267319505930648,1,14,1,1
0.32987050369085436,0,15,1,1
0.3861536894799916,0,14,2,1
0.41349992020527876,0,13,3,1
0.6277038304523143,0,12,4,1
0.6401194711184641,0,11,5,1
0.7801137257783025,0,10,6,1
0.9204969353278653,0,9,7,1
1.350332662829119,0,8,8,1
1.6482890831086003,0,7,9,1
2.8282014613341055,0,6,10,1
2.9074625724546177,0,5,11,1
3.3668383466217615,0,4,12,1
3.7584635662830173,0,3,13,1
4.348571976340709,0,2,14,1
4.595148363987289,0,1,15,1
4.671512045013418,0,0,16,1
0.0,15,1,0,2
0.054825265565249894,14,2,0,2
0.15189715680595764,13,3,0,2
0.192362348885155,12,4,0,2
0.21884272589654558,11,5,0,2
0.22786625233953653,10,6,0,2
0.23069212538262288,9,7,0,2
0.2357402741696015,8,8,0,2
0.24962572782730516,7,9,0,2
0.27980775494678034,6,10,0,2
0.2905953387834544,5,11,0,2
0.29219475212921725,4,12,0,2
0.3213607713633917,3,13,0,2
0.32195360140091706,2,14,0,2
0.36124321548859856,1,15,0,2
0.37883967075262714,0,16,0,2
0.39933439405888094,0,15,1,2
0.5825214760422486,0,14,2,2
0.8618349754341779,0,13,3,2
0.9342764114193789,0,12,4,2
1.7053529982071203,0,11,5,2
1.8362173242233406,0,10,6,2
1.9673769659300748,0,9,7,2
1.9956746463044102,0,8,8,2
2.3727415197380908,0,7,9,2
2.4271350247881074,0,6,10,2
2.746919063529635,0,5,11,2
3.052142564099922,0,4,12,2
3.0928988077790347,0,3,13,2
3.396907433464987,0,2,14,2
4.456351272802604,0,1,15,2
4.710002029227383,0,0,16,2
