t,S,I,R,run_id
0.0,14,1,0,1
0.018953457143762308,14,0,1,1
0.0,14,1,0,2
0.3220569370585743,13,2,0,2
0.3820416803089743,12,3,0,2
0.3991206262700201,11,4,0,2
0.6116581223635746,10,5,0,2
0.8436537691269352,10,4,1,2
0.8756899674954277,9,5,1,2
1.1015685274079168,8,6,1,2
1.1566143090244572,8,5,2,2
1.293584156141363,7,6,2,2
1.3908573790987917,7,5,3,2
1.4791804707187832,6,6,3,2
1.9754805682613201,5,7,3,2
2.0197800747005092,4,8,3,2
2.041238899081109,3,9,3,2
2.134300769636107,3,8,4,2
2.255102943870614,3,7,5,2
2.282782705370402,3,6,6,2
2.4504407728970428,2,7,6,2
2.4989290361852095,2,6,7,2
2.507109327189811,2,5,8,2
2.593811685350805,2,4,9,2
2.734173596363303,2,3,10,2
3.1945086660157513,2,2,11,2
4.059988901663985,2,1,12,2
4.496053783357363,2,0,13,2
