t,S,I,R,run_id
0.0,14,1,0,1
0.7426205776326358,13,2,0,1
0.7834985566872562,12,3,0,1
0.8493360460437908,11,4,0,1
0.8746536378623929,10,5,0,1
0.9117258846883339,9,6,0,1
0.9249307634635671,9,5,1,1
1.1677030376236055,8,6,1,1
1.2721530947633861,7,7,1,1
1.3321658351884018,6,8,1,1
1.4612078862578637,5,9,1,1
1.467367187540889,5,8,2,1
1.4804360425620038,4,9,2,1
1.4832502063878097,3,10,2,1
1.5637721577647192,3,9,3,1
1.6630424849514822,3,8,4,1
1.7959616605825046,3,7,5,1
2.0008842827980184,3,6,6,1
2.0269339490767293,3,5,7,1
2.0657517488871537,3,4,8,1
2.0785938158797013,3,3,9,1
2.72763945899153,2,4,9,1
3.2992268077890867,2,3,10,1
3.506196478923687,2,2,11,1
4.472754616514218,2,1,12,1
4.694511452387391,2,0,13,1
0.0,14,1,0,2
0.023447498620297356,14,0,1,2
