t,S,I,R,run_id
0.0,11,1,0,1
0.10693918163056478,10,2,0,1
1.239150493659728,9,3,0,1
2.0233598411522085,8,4,0,1
2.3325248215024597,7,5,0,1
2.5862506399295264,7,4,1,1
2.9164933568819578,6,5,1,1
2.952694189925263,5,6,1,1
3.160452582514855,4,7,1,1
3.2929683336448434,4,6,2,1
4.016496830177781,3,7,2,1
4.241063245178964,2,8,2,1
4.6567766985326795,1,9,2,1
4.752386722755426,1,8,3,1
4.880579738595669,1,7,4,1
5.052297924741401,1,6,5,1
8.93203907415922,0,7,5,1
9.063992845865439,0,6,6,1
10.12569079779057,0,5,7,1
11.60217907103577,0,4,8,1
15.060268889625288,0,3,9,1
15.335589412922763,0,2,10,1
21.056730984991923,0,1,11,1
48.727777620622156,0,0,12,1
0.0,11,1,0,2
0.6499489452954318,10,2,0,2
0.9189650217184089,9,3,0,2
1.0346091663396662,8,4,0,2
1.0630547202864555,7,5,0,2
1.2029897777093514,6,6,0,2
1.6259770170854884,5,7,0,2
1.6594339288823348,4,8,0,2
1.7158592433830757,3,9,0,2
2.2813019798710625,2,10,0,2
2.5661674981619926,2,9,1,2
3.1554187799792075,1,10,1,2
3.4658028131667025,1,9,2,2
4.29680660691124,1,8,3,2
5.204647686616247,1,7,4,2
5.415803239745004,1,6,5,2
7.139072918908235,1,5,6,2
7.669102704487418,1,4,7,2
12.078122722075548,1,3,8,2
12.97499118338295,1,2,9,2
13.47346318374995,1,1,10,2
15.993152656680092,1,0,11,2
